title,subtitle,quantity,price_per_metric,promo_message,old_price,discount,new_price,eye_catcher,additional_offers,category_id,url,availability
Deroni,Orez,1 kg,,,"8,25",- 27%,"5,99",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00025549.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Monte Banato,Paste scurte,400 g,,,"3,19",- 9%,"2,89",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00036434.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Ţara mea,Castraveţi în oţet,640 g,,,"5,29",- 24%,"3,99",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00066239.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Scandia Sibiu,Ciorbă de burtă,820 g,,,"19,49",- 9%,"17,69",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00108382.html,Valabilitate: din 21.10.2020 până în 27.10.2020
FLORIOL,Ulei floarea soarelui,2 l,,,,,"12,29",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00130333.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Rama Clasic,Grăsime tartinabilă,400 g,,,"7,25",- 20%,"5,79",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=01600012.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Delikat,Bază pentru mâncăruri,750 g,,,"18,09",- 9%,"16,29",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=03801410.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Floriol,Uei de floarea soarelui,1 l,,,,,"6,19",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=03900290.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Unisol,Ulei de floarea soarelui,1 l,,,,,"5,89",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=03900292.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Kaiser Franz Josef,Ulei de măsline,500 ml,,,"16,79",- 10%,"14,99",,0,05,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=03901710.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Demi baghetă,,125 g,,,"0,99",- 30%,"0,69",,0,06,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00025683.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Gogoaşă pudrată,,65 g,,,"1,49",- 33%,"0,99",,0,06,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00098230.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Ciabatta măsline,,255 g,,,"3,39",- 20%,"2,69",,0,06,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00103123.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Foietaj,,95 g,,,"1,43",- 16%,"1,19",,0,06,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=01001309.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Doncafé Elita,Cafea boabe,1 kg,,,,,"24,79",,0,08,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00034152.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Amigo,Cafea,2 la preț de 1,,,"20,98",- 50%,"10,49",,0,08,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00039741.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Nescafé Dolce Gusto,Capsule,diverse gramaje,,,"21,79",- 9%,"19,69",,0,08,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00097461.html,Valabilitate: din 21.10.2020 până în 27.10.2020
L' OR,Cafea boabe,500 g,,,"39,29",- 15%,"33,39",,0,08,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00130987.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Boromir,Turtă Dulce,200 g,"(=1 kg 13,45)",Reducere cu Kaufland Card,"2,99",- 10%,"2,69",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00125492.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Hello Nuts,Arahide prăjite,100 g,"(=1 kg 48,80)",Reducere cu Kaufland Card,"5,49",- 11%,"4,88",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00129726.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Boromir,Croissant,60 g,,,"1,69",- 11%,"1,49",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00013686.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Midi,Prăjitură,28 g,,,"0,79",- 12%,"0,69",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00022700.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Chio,Chips,140 g,,,"4,75",- 16%,"3,99",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00066748.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Alfers,Napolitane,170 g,,,"2,84",- 12%,"2,49",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00099908.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Lion,Baton,"Mai mult,
Mai ieftin",,,"3,18",- 50%,"1,59",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02500052.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Merci,Specialităţi de ciocolată,210 - 250 g,,,"17,49",- 22%,"13,49",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02700397.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Boromir,Pişcoturi savoiardi,400 g,,,"7,69",- 9%,"6,99",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02800222.html,Valabilitate: din 21.10.2020 până în 27.10.2020
NESTLE,Baton cereale,25 g,,,"1,09",- 18%,"0,89",,0,09,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=04000036.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Absolut,Votcă,"0,7 l","(=1 l 61,42)",Reducere cu Kaufland Card,"51,79",- 16%,"42,99",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02200111.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Coca Cola / Fanta / Sprite,Băutură răcoritoare,"2,5 l","(=1 l 2,00)",Reducere cu Kaufland Card,"5,99",- 16%,"4,99",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02300577.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Albacher,Bere blondă,"0,66 l",,,,,"2,69",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00014038.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Aqua Carpatica,Apă minerală naturală,2 la preț de 1,,,"7,78",- 50%,"3,89",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00029448.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Heineken,Bere blondă,"6x0,33 l",,,"21,99",- 18%,"17,99",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00044292.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Heineken,Bere blondă,"8 x 0,25 l",,,"22,99",- 19%,"18,49",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00057362.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Becks,Bere blondă,"0,75 l",,,"5,19",- 23%,"3,99",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00088553.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Silva Lager,Bere blondă,"6X0,5 l",,,"16,45",- 10%,"14,79",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00119878.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Silva Dark,Bere brună,"6X0,5 l",,,"18,95",- 10%,"16,99",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00121271.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Ciuc Radler,Bere fără alcool,"6X0,33 l",,,"10,45",- 10%,"9,39",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00127271.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Savoy,Blended Whiskey,"0,7 l",,,"41,99",- 12%,"36,79",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00128721.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Zizin,Apă minerală naturală plată,5 l,,,"4,79",- 16%,"3,99",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02300010.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Stânceni,Apă minerală,2 l,,,"1,99",- 10%,"1,79",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02300847.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Santal,Nectar / Suc,1 l,,,"6,15",- 9%,"5,55",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02300889.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Golden Brau,Bere blondă,"6 x 0,5 l",,,"12,25",- 26%,"8,99",,0,10,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=02301220.html,Valabilitate: din 21.10.2020 până în 27.10.2020
La Rive,Apă de toaletă pentru bărbaţi,90 ml,"(=1 l 260,89)",Reducere cu Kaufland Card,"25,89",- 9%,"23,48",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00064233.html,Valabilitate: din 21.10.2020 până în 27.10.2020
ORAL-B PROFESSIONAL,Pastă de dinți,75 ml,,Reducere cu Kaufland Card,"19,99",- 30%,"13,98",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00129027.html,Valabilitate: din 21.10.2020 până în 27.10.2020
TESORI D'ORIENTE,Săpun lichid,300 ml,,Reducere cu Kaufland Card,"14,99",- 20%,"11,99",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00130993.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Gillette,Rezerve aparat pentru ras,Cumperi şi Primeşti,,,"50,48",- 21%,"39,49",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=04701880.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Gerovital H3 Evolution,Fiole cu acid hialuronic,10 fiole x 2 ml,,,"54,49",- 20%,"43,49",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00027069.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Gerovital H3 Classic,Cremă pentru faţă,50 ml,,,"23,99",- 16%,"19,99",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00030982.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Gerovital H3,Deodorant spray,150 ml,,,"8,49",- 17%,"6,99",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00031351.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Always,Absorbante igienice,50 buc,,,"24,95",- 9%,"22,69",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00053015.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Gerovital Tratament Expert,Şampon,250 ml,,,"13,65",- 17%,"11,29",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00056009.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Pantene Pro-V,Şampon / Balsam,"200 ml / 270 ml /
300ml / 360 ml / 400 ml",,,"19,99",- 20%,"15,99",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00062064.html,Valabilitate: din 21.10.2020 până în 27.10.2020
LIVE COLOR,Vopsea păr,buc,,,"20,89",- 13%,"17,99",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00069331.html,Valabilitate: din 21.10.2020 până în 27.10.2020
PLANT LINE,Apă micelară,2 la preț de 1,,,"32,98",- 50%,"16,49",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00108667.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Mennen Speed Stick,Deodorant stick gel,85 g,,,"12,49",- 12%,"10,99",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=04800192.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Chanson d`Eau,Deodorant spray,200 ml,,,"16,49",- 12%,"14,49",,0,11,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=04801024.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Ariel,Detergent capsule pentru rufe,25 buc,"(=1 BUC 1,34)",Reducere cu Kaufland Card,"39,99",- 16%,"33,33",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00104601.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Fairy,Detergent pentru vase,875 ml,"(=1 l 7,99)",Reducere cu Kaufland Card,"8,29",- 15%,"6,99",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00116274.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Savo,Soluţie antimucegai,500 ml,"(=1 kg 34,96)",Reducere cu Kaufland Card,"19,55",- 10%,"17,48",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=05001810.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Cif,Cremă pentru suprafeţe,700 ml,,,"11,85",- 11%,"10,49",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00034836.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Ariel,Detergent capsule pentru rufe,2 x 35 buc,,,,,"67,99",Ofertă specială,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00062029.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Lenor,Balsam pentru rufe,"2x1,44 / 2x1,5 / 2x1,9 l",,,,,"23,79",Ofertă specială,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00097293.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Glade Touch&Fresh,Odorizant pentru cameră,3 la preț de 2,,,,,"18,25",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00103435.html,Valabilitate: din 21.10.2020 până în 27.10.2020
K-Classic,Hârtie igienică,8 role,,,"8,49",- 41%,"4,99",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00105657.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Mr. Proper,Spray pentru curățare suprafeţe,"Mai mult,
Mai ieftin",,,"28,98",- 50%,"14,49",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00121520.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Lenor,Detergent capsule + balsam,"11 buc + 1,9 / 1,5 l",,,,,"26,69",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00125507.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Coccolino,Balsam pentru rufe,"2,9 l",,,"26,29",- 23%,"19,99",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00130020.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Ariel,Detergent automat pentru rufe,6 kg,,,,,"55,55",,0,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=04900412.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Linguri,,1 set,,,"12,99",- 38%,"7,99",,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00022534.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Furculiţe,,1 set,,,"13,99",- 42%,"7,99",,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00022536.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Caserole cu capac,,1 set,,,,,"22,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00076229.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Farfurie întinsă,1 buc,,,,,"3,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081363.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Farfurie adâncă,1 buc,,,,,"3,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081365.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Farfurie desert,1 buc,,,,,"3,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081366.html,Valabilitate: din 21.10.2020 până în 27.10.2020
K-Classic,Candelă ulei timp de ardere: 120 h,1 buc,,,"5,99",- 41%,"3,49",,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081686.html,Valabilitate: din 21.10.2020 până în 27.10.2020
K-Classic,Candelă ulei timp de ardere: 60 h,1 buc,,,"3,29",- 39%,"1,99",,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081688.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Bol cca. 23 cm,1 buc,,,,,"11,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00082243.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Cană,1 buc,,,,,"6,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00085235.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Candelă cu capac,pentru exterior timp de ardere: 10 h,1 buc,,,"3,19",- 37%,"1,99",,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00086878.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Vase emailate,,1 buc,,,,,"12,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00089260.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Lampion cu LED,,1 buc,,,,,"6,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091872.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Costum vrăjitoare,mărime: 128-140,1 buc,,,,,"24,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091879.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Costum vrăjitoare,mărime: 152-164,1 buc,,,,,"24,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091882.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Costum schelet,,1 buc,,,,,"24,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091894.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Costum schelet,mărime: 152-164,1 buc,,,,,"24,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091896.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Mănuşi schelet,,1 buc,,,,,"6,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091907.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Coroniță Halloween,,1 buc,,,,,"6,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091908.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Figurină decorativă,,1 buc,,,,,"6,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091910.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Mască Halloween,,1 buc,,,,,"19,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091927.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Mască Halloween,,1 buc,,,,,"19,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00091929.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Costum vampir,,1 buc,,,,,"24,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00092016.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Linguriţă,,1 buc,,,,,"1,49",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00095391.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Lingură,,1 buc,,,,,"1,49",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00095392.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Furculiţă,,1 buc,,,,,"1,49",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00095393.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,"Bol cca. 13,5 cm",1 buc,,,,,"5,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00101652.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Platou oval,1 buc,,,,,"11,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00105068.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Candelă cu capac,timp de ardere: 10 h,1 buc,,,,,"0,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00105696.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Instalaţie decorativă,,1 buc,,,,,"9,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00111736.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Instalaţie decorativă,,1 buc,,,,,"9,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00111814.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Geantă Halloween,,1 buc,,,,,"11,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00111815.html,Valabilitate: din 21.10.2020 până în 27.10.2020
K-Classic,Şerveţele albe,1 set,,,,,"1,99",,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00113120.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Decorațiune Halloween,,1 buc,,,,,"5,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00113262.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Decorațiune Halloween,,1 buc,,,,,"3,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00113264.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Găleată Halloween cu LED,,1 buc,,,,,"19,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00113313.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Farfurie desert,,1 buc,,,,,"2,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00115174.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bol,"cca. 0,95 l",1 buc,,,,,"4,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00115175.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Farfurie întinsă,,1 buc,,,,,"3,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00115176.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Farfurie adâncă,,1 buc,,,,,"3,49",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00115177.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Cană,,1 buc,,,,,"4,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00115178.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bol,"cca. 0,25 l",1 buc,,,,,"3,49",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00115179.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Candelă fără capac,timp de ardere: 22 h,1 set,,,"7,99",- 56%,"3,49",,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00121215.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Pahar,,1 buc,,,,,"1,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00122495.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bol,,1 buc,,,,,"3,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00123420.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bol,,1 buc,,,,,"5,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00123422.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Candelă cu capac,timp de ardere: 72 h,1 buc,,,,,"2,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00125849.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Baloane Halloween,,1 buc,,,,,"9,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00127264.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Instalație decorativă,,1 buc,,,,,"19,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00127627.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Balon Halloween,,1 buc,,,,,"7,99",Ofertă specială,1,12,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00127705.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Linguri,,1 set,,,"12,99",- 38%,"7,99",,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00022534.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Furculiţe,,1 set,,,"13,99",- 42%,"7,99",,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00022536.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Caserole cu capac,,1 set,,,,,"22,99",Ofertă specială,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00076229.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Farfurie întinsă,1 buc,,,,,"3,99",Ofertă specială,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081363.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Farfurie adâncă,1 buc,,,,,"3,99",Ofertă specială,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081365.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Farfurie desert,1 buc,,,,,"3,99",Ofertă specială,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081366.html,Valabilitate: din 21.10.2020 până în 27.10.2020
K-Classic,Candelă ulei timp de ardere: 120 h,1 buc,,,"5,99",- 41%,"3,49",,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081686.html,Valabilitate: din 21.10.2020 până în 27.10.2020
K-Classic,Candelă ulei timp de ardere: 60 h,1 buc,,,"3,29",- 39%,"1,99",,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00081688.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Bol cca. 23 cm,1 buc,,,,,"11,99",Ofertă specială,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00082243.html,Valabilitate: din 21.10.2020 până în 27.10.2020
Bormioli,Cană,1 buc,,,,,"6,99",Ofertă specială,0,14,https://www.kaufland.ro/oferte/saptamana-curenta/produs.so_id=00085235.html,Valabilitate: din 21.10.2020 până în 27.10.2020
