page_number,chars,x0,x1,y0,y1,labels
8,NIVEA  CELLULAR Cremă  anti-rid,14.17317,65.74316999999999,116.07479,162.07478,38
8,de noapte /  de zi 50 ml,14.17327,59.26846999999999,86.71129,114.19129,39
8,S8-RO-KW43-KDZ-REDLM3_L-1000-07,10.99659,117.55659,12.53856,18.53856,40
8,8,10.968589999999999,16.90859,22.78715,32.78715,41
9,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,11.338569999999999,343.2190699999999,11.33849,18.33849,0
9,LUNI&MARȚI  LUNI&MARȚI  LUNI&MARȚI LUNI&MARȚILUNI&MARȚI  LUNI&MARȚI ,14.227269,537.3474723683776,80.89108900000002,136.1570184461068,1
9,.,140.48106800000002,143.47140449648202,95.901691,113.88408800989842,2
9,.,276.300881,279.29121749648203,105.39908500000001,123.38148200989838,3
9,.,407.30476400000003,410.295100496482,114.55979099999999,132.54218800989838,4
9,LUNI&MARȚI  LUNI&MARȚI  LUNI&MARȚI LUNI&MARȚI .,13.71367,539.414677264832,783.06323,806.96028,5
9,.,140.70698000000002,144.94445,789.23028,806.96028,6
9,.,408.18216,412.41963,789.23028,806.96028,7
9, în zilele de 19 și 20 octombrie.,20.946369000000004,230.13112912160003,57.947345,88.6139382864,8
9,  19-20.10.2020              19-20.10.2020             19-20.10.2020           19-20.10.2020,24.09447,529.2648700000002,761.27093,775.27093,9
9,LUNI&  MARȚI,458.27887000000004,541.3150529899681,695.03045,738.21703,10
9,LUNI&  MARȚI,452.55807000000004,535.594252989968,230.13522000000003,273.32177,11
9,LUNI&  MARȚI,250.38437000000002,333.420552989968,212.15822999999997,255.34478,12
9,LUNI&  MARȚI,255.22226,338.258442989968,393.38412,436.57067,13
9, -22%,474.59149,520.3294900000002,669.86914,687.86914,14
9,"14,79",465.43066,534.90166,617.4160099999999,644.4160099999999,15
9,"18,99",460.02356,499.39955999999995,647.03479,663.03479,16
9, -20%,471.95495,517.81895,208.03118999999998,226.03118999999998,17
9,"21,29",462.51425,532.30925,155.65401,182.65401,18
9,"26,69",457.47357,498.28957,185.27289,201.27289,19
9, -20%,269.48607999999996,315.35008,189.08978000000002,207.08978000000002,20
9,"9,59",274.24585,329.81185,136.91328000000001,163.91328000000001,21
9,"11,99",254.90545,291.72145,166.53218999999999,182.53218999999999,22
9, -38%,270.53155,316.64755,369.47348,387.47348,23
9,"5,55",275.17575,331.01175,317.09637000000004,344.09637000000004,24
9,"8,99",256.17618,288.60818,346.71527000000003,362.71527000000003,25
9,PERSIL DISCS /  DUO CAPS Detergent  capsule  pentru rufe,363.75417999999996,440.01517,640.26318,698.26324,26
9,color / regular 11 / 14 utilizări 11 / 14 buc,363.75427,416.09747,610.89978,638.3797599999999,27
9,BONUX Detergent  lichid  pentru rufe,372.96957000000003,427.69957,186.94089,232.94089,28
9,ice fresh /  lavandă / rose 40 de utilizări,372.96966000000003,425.52886,157.57748,185.05748,29
9,"2,2 l",372.96966000000003,388.87366000000003,147.97748,155.97748,30
9,BREF POWER ,175.79796000000002,244.30796,196.01178000000002,206.01178000000002,31
9,AKTIV Odorizant  pentru vasul  de toaletă,175.74795,237.80795,148.01178000000002,194.01178000000002,32
9,pin / lavandă 2 x 50 g,175.74808000000002,224.13928,128.52829,146.12829,33
9,ZEWA DELUXE Şerveţele cutie,162.69888,234.66889,330.26797,352.26797,34
9,3 straturi 90 buc,162.69897,197.02697,310.78457000000003,328.38457999999997,35
9,S9-RO-KW43-KDZ-REDLM3_R-1000-07,434.77367999999996,541.66368,12.53856,18.53856,36
9,9,535.8575400000001,541.82754,22.67715,32.67715,37
10,De 15 ani facem din poveste realitate ,293.05005,522.17245,140.72078,153.72078,0
10,"împreună cu partenerii noștri, furnizorii naționali și internaționali, mărcile iubite de ",48.23405,522.1724499999998,124.71778,137.71778,1
10,"români. Noi îi numim Super Heroes, adică Super Eroi, pentru că așa sunt. ",95.39805,522.1724399999998,108.71479,121.71479,2
10,"În fiecare săptămână te vei întâlni în această pagină cu ei, iar când cumperi oricare  3 produse Meda dintre cele selecționate în magazin, primești 1 voucher de 5 lei pe ",38.05505,522.1737499999998,76.42279,105.42578999999999,3
10,care îl poți folosi la următoarele cumpărături.,259.54904,518.79244,60.41979,73.41979,4
10,"DE MIERCURI, 21.10.2020",15.58937,223.22397000000004,781.23584,798.23584,5
10,* Mecanismul de acordare a voucherelor se aplică produselor selecționate în campania „Kaufland 15 ani” semnalizate în magazin.Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.S10-RO-KW43-KDZ-SUPERHERO_L-1000-07,10.99659,539.7190699999999,11.33849,26.738490000000002,6
10,S,439.56967000000003,472.120726,388.12619,441.31419000000005,7
10,Ă,470.15276600000004,510.52245800000003,388.12619,441.31419000000005,8
10,P,510.52245825503996,546.1052302550399,388.12619,441.31419000000005,9
10,T,545.30741051008,580.78380651008,388.12619,441.31419000000005,10
10,Cumpără 3 produse Meda  și primești 1 voucher de 5 lei  pentru următoarele  cumpărături,26.655170000000002,138.44326999999998,531.88702,573.88098,11
10,OFEOFERTĂ TĂ TSPECIALĂ,87.80096999999999,163.32312745000004,245.2753,254.27529702630002,12
10,în limita stocului disponibil ,87.32437,165.1799726,237.2753,243.275304101,13
10, -27%,102.91776999999999,148.09777,238.1225,256.1225,14
10,"10,99",92.93037,162.91437,185.10228,212.10227999999998,15
10,"15,19",88.02207,124.71007,214.72437999999997,230.72437999999997,16
10, -20%,274.24469,320.10869,651.41894,669.41894,17
10,"5,19",281.47415,334.58315,598.82403,625.82403,18
10,"6,49",259.74756,291.77956000000006,628.44281,644.44281,19
10, -22%,460.42459,506.16259,651.16119,669.16119,20
10,"4,99",463.44915,520.71615,598.78418,625.78418,21
10,"6,45",445.88025,478.10425,628.40301,644.40301,22
10, -20%,476.44237999999996,522.30638,241.50027000000003,259.50027,23
10,"19,19",470.53857,536.79657,189.12308000000002,216.12308,24
10,"24,09",461.96097000000003,503.64097000000004,218.74199,234.74199,25
10, -20%,261.43917999999996,307.30318,238.75848,256.75848,26
10,"8,79",265.40747000000005,321.78347,186.45768999999999,213.45768999999999,27
10,"10,99",246.94836,286.30836000000005,216.07657999999998,232.07657999999998,28
10,MEDA Salam  bănățean,83.90536999999999,129.96537,278.7045,312.7045,29
10,330 g,83.90547,105.17747,269.10449,277.10449,30
10,MEDA Salam  Sinaia,492.38727,524.79727,700.42627,734.42627,31
10,feliat 100 g,492.38735999999994,512.6913599999999,680.94287,698.5429,32
10,MEDA Cotlet  haiducesc,284.31487999999996,330.7948800000001,699.0346,733.0346,33
10,100 g,284.31497,304.61897,689.43457,697.43457,34
10,MEDA Şunca fină,474.51955999999996,524.8195599999999,284.64169,306.64169,35
10,de porc 650 g,474.51965,502.20765,265.15826,282.75827000000004,36
10,MEDA Salam  vienez,249.50886,281.91886,278.7045,312.7045,37
10,250 g,249.50898999999998,270.87699,269.10449,277.10449,38
10,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,82.42732,138.042645589888,589.03918,614.79968,39
10,10,10.93859,21.20859,22.77715,32.77715,40
11,"Când cumperi 2 produse Heineken, Silva, Ciuc Radler dintre cele ",37.32287,418.41527,140.72078,153.72078,0
11,"selecționate în magazin, primești 1 voucher de 5 lei pe care îl poți folosi la ",37.32287,467.12757999999997,124.71778,137.71778,1
11,următoarele cumpărături.,37.32287,185.80757,108.71479,121.71479,2
11,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,14.17327,346.0537699999999,11.33849,18.33849,3
11,T,-7.44848,28.027915999999998,388.12619,441.31419000000005,4
11,Ă,21.698546127520004,62.06823812752,388.12619,441.31419000000005,5
11,M,62.06823812751999,110.04381412752,388.12619,441.31419000000005,6
11,Â,110.04381412752,150.41350612751998,388.12619,441.31419000000005,7
11,NII,150.41350612751998,224.29163812752003,388.12619,441.31419000000005,8
11,OFEOFERTĂ TĂ TSPECIALĂ,186.56506000000002,262.08722745,246.16159,255.1615870263,9
11,în limita stocului disponibil ,186.08848,263.94406260000005,238.16159,244.161594101,10
11, -10%,473.52297999999996,516.74098,438.97348,456.97348,11
11, -10%,202.66307,245.88107000000002,239.0087,257.0087,12
11,"9,39",476.52065999999996,532.5726599999999,386.52029,413.52029,13
11,"16,99",191.67065,261.68165,186.55829,213.55829,14
11,"10,45",457.69476,496.79876,416.13919,432.13919000000004,15
11,"18,95",186.84437,225.45237000000003,216.17437999999999,232.17437999999999,16
11, -19%,125.47747,168.76746999999997,610.02221,628.02221,17
11,"18,49",115.34337,184.54437,557.64508,584.64508,18
11,"22,99",109.70897,151.30897,587.26391,603.26391,19
11, -10%,473.03283,516.25083,239.3396,257.3396,20
11,"14,79",462.59286,532.06386,187.24588,214.24587999999997,21
11,"16,45",457.22835999999995,496.39636,216.86481,232.86481,22
11, -18%,316.28753,359.52353,608.94818,626.94818,23
11,"17,99",305.53287,375.32787,556.5711,583.5711,24
11,"21,99",300.49206000000004,339.74006,586.18988,602.18988,25
11,SILVA DARK Bere brună,192.62225,252.03226,316.41418,338.41418,26
11,"7% alcool doză 6X0,5 l",192.62237,228.06237,277.17081,314.53078999999997,27
11,pachet promoțional,192.62237,265.49357000000003,286.77081,294.77081,28
11,SILVA LAGER Bere blondă,471.78247000000005,536.0924600000002,320.07147000000003,342.07147000000003,29
11,"5,2% alcool doză pachet  promoțional 6X0,5 l",471.78256,516.8697599999999,271.228,318.18799,30
11,HEINEKEN Bere blondă,31.013370000000002,88.57337000000003,587.2900400000001,609.2900400000001,31
11,"5% alcool sticlă  nereturnabilă 8 x 0,25 l",31.01347,81.10947,548.32647,585.4064900000001,32
11,HEINEKEN Bere blondă,211.17497000000003,268.73497000000003,578.5981400000001,600.5981400000001,33
11,"5% alcool 6x0,33 l",211.17506,246.77506,549.23455,576.7146,34
11,sticlă nereturnabilă,211.17506,282.77426,558.83459,566.83459,35
11,CIUC RADLER Bere fără alcool,459.95767,535.92767,505.90207000000004,527.9021,36
11,zmeură/ citrice,459.95775999999995,515.55696,496.0187,504.0187,37
11,"doză 6X0,33 l",459.95775999999995,491.12575999999996,466.65872,494.1387,38
11,pachet promoțional ,459.95775999999995,534.9089600000002,476.25869000000006,484.25869000000006,39
11,"Cumpără 2 produse Heineken,  Silva, Ciuc Radler și primești  1 voucher de 5 lei pentru  următoarele cumpărăturii",411.97345,533.0864500000001,572.58252,614.5765299999999,40
11,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,472.42489000000006,528.040325589888,627.6351900000001,653.3956900000001,41
11,S11-RO-KW43-KDZ-SUPERHERO_R-1000-07,422.0357,541.6637000000002,12.53856,18.53856,42
11,11,533.40747,542.08747,22.67715,32.67715,43
12,De 15 ani facem din poveste realitate ,293.05005,522.17245,140.72078,153.72078,0
12,"împreună cu partenerii noștri, furnizorii naționali și internaționali, mărcile iubite de ",48.23405,522.1724499999998,124.71778,137.71778,1
12,"români. Noi îi numim Super Heroes, adică Super Eroi, pentru că așa sunt. ",95.39805,522.1724399999998,108.71479,121.71479,2
12,"În fiecare săptămână te vei întâlni în această pagină cu ei, iar când cumperi 4 produse   Floriol, Unisol dintre cele selecționate în magazin, primești 1 voucher de 5 lei pe care îl ",16.72205,522.1854500000002,76.42279,105.42578999999999,3
12,poți folosi la următoarele cumpărături.,296.75503,518.80673,60.41979,73.41979,4
12,* Mecanismul de acordare a voucherelor se aplică produselor selecționate în campania „Kaufland 15 ani” semnalizate în magazin.,118.36317,539.7190699999999,19.73849,26.738490000000002,5
12,Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.,210.58118,539.7176799999997,11.33849,18.33849,6
12,S,439.56967000000003,472.120726,388.12619,441.31419000000005,7
12,Ă,470.15276600000004,510.52245800000003,388.12619,441.31419000000005,8
12,P,510.52245825503996,546.1052302550399,388.12619,441.31419000000005,9
12,T,545.30741051008,580.78380651008,388.12619,441.31419000000005,10
12,- 4%,297.58566,338.03957,634.2792900000001,652.2792900000001,11
12,"11,79",289.67438,355.23038,581.90216,608.90216,12
12,- 4%,474.92285,515.37675,635.3326400000001,653.3326400000001,13
12,"5,89",476.11065,532.5676500000002,583.23901,610.23901,14
12,- 3%,476.01665999999994,516.1285700000002,237.67047999999997,255.67047999999997,15
12,"6,19",480.15756,533.50956,185.21728000000002,212.21728,16
12,- 3%,182.25207,222.36397000000002,238.49579,256.49579,17
12,"12,29",169.93117,239.72617000000002,186.11861000000002,213.11861000000002,18
12,UNISOL soarelui,462.04709,500.07707,668.37158,702.37158,19
12,Ulei de floarea ,462.04709,534.94609,680.37158,690.37158,20
12,1 l,462.04715,469.98315,658.7717200000001,666.7717200000001,21
12,UNISOL Ulei,297.02606000000003,335.05605,686.4753400000001,708.4753400000001,22
12,de floarea  soarelui,297.02606000000003,349.12606,662.4753400000001,684.4753400000001,23
12,2 l,297.02627,306.10627,652.87542,660.87542,24
12,FLORIOL Uei de floarea  soarelui,367.69277999999997,437.85178000000013,188.86449,222.86449,25
12,1 l,367.69287,375.62887,179.26449,187.26449,26
12,FLORIOL Ulei floarea soarelui,164.18826,220.14726,269.94317,303.94317,27
12,2 l,164.18838,173.26838,260.34317000000004,268.34317000000004,28
12,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,82.46242,138.077745589888,554.6093099999999,580.36969,29
12,"Cumpără 4 produse Floriol,  Unisol și primesti 1 voucher de  5 lei pentru următoarele  cumpărături.",22.60047,142.53447000000003,505.22589000000005,547.2199099999999,30
12,S12-RO-KW43-KDZ-SUPERHERO2_L-1000-07,10.99659,134.68059,12.53856,18.53856,31
12,12,10.93859,21.13859,22.67715,32.67715,32
13,"Când cumperi 2 produse Gerovital dintre cele selecționate în magazin,  primești 1 voucher de 5 lei pe care îl poți folosi la următoarele cumpărături.",37.32287,472.13128000000006,124.71778,153.72078,0
13,Numărul maxim de vouchere pe care îl putem acorda este de 10 ,37.32287,409.3542699999999,100.21279,113.21278999999998,1
13,la o singură cumpărătură.,37.32287,184.59857,84.20979,97.20979,2
13,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,14.17327,346.0537699999999,11.33849,18.33849,3
13,T,-7.44848,28.027915999999998,388.12619,441.31419000000005,4
13,Ă,21.698546127520004,62.06823812752,388.12619,441.31419000000005,5
13,M,62.06823812751999,110.04381412752,388.12619,441.31419000000005,6
13,Â,110.04381412752,150.41350612751998,388.12619,441.31419000000005,7
13,NII,150.41350612751998,224.29163812752003,388.12619,441.31419000000005,8
13, -17%,329.82397000000003,372.71797000000004,635.88916,653.88916,9
13, -16%,280.24093,323.53093,238.41658999999999,256.41659000000004,10
13,"11,29",322.52725,388.67725,582.8690799999999,609.8690799999999,11
13,"19,99",269.31027,339.32127,185.40211000000002,212.40211000000002,12
13,"13,65",313.78506,352.63305999999994,612.49109,628.49109,13
13,"23,99",264.47235,306.0403500000001,215.01477999999997,231.01477999999997,14
13, -20%,473.59668,519.46068,237.69839,255.69839,15
13,"43,49",461.47317000000004,533.9411699999998,185.39768999999998,212.39768999999998,16
13,"54,49",459.10585999999995,500.73785999999996,215.01657999999998,231.01657999999998,17
13, -17%,137.54818999999998,180.44219,635.57147,653.57147,18
13,"6,99",139.31248,196.41748,583.19433,610.19433,19
13,"8,49",121.58166999999999,153.56566999999995,612.81317,628.81317,20
13,GEROVITAL H3  CLASSIC Cremă pentru ,265.60617,341.64616,319.98028,353.98028,21
13,faţă,265.60617,286.25617,307.98028,317.98028,22
13,hidratantă / nutritivă /  restructurantă zi / noapte 50 ml,265.60626,351.7726600000001,269.01678,306.09677,23
13,GEROVITAL H3  EVOLUTION Fiole cu acid  hialuronic,368.51529,444.55527000000006,198.36148,244.36147999999997,24
13,pentru ten 10 fiole x 2 ml,368.51535,420.95535,178.87798999999998,196.47799999999998,25
13,GEROVITAL  TRATAMENT  EXPERT Şampon,313.95428,378.69427000000013,692.86853,738.86853,26
13,diverse sortimente,313.95437000000004,382.32157,682.98498,690.98498,27
13,250 ml,313.95437000000004,339.67437,673.38494,681.38494,28
13,GEROVITAL H3 Deodorant  spray,127.31288,200.75288,702.7518299999999,736.7518299999999,29
13,damă / bărbați diverse sortimente,127.31296,195.68016,682.98852,700.86853,30
13,150 ml,127.31296,151.91296,673.38848,681.38848,31
13,Cumpără 2 produse Gerovital  și primești 1 voucher de 5 lei  pentru următoarele  cumpărături,413.05295,532.0419400000002,563.0681099999999,605.06213,32
13,*Voucherul se utilizează la următoarele cumpărături și este valabil la o singură utilizare. Valabil până la 17.11.2020.Mai multe detalii pe: www.kauﬂand.ro/15anila următoarele cumpărături*,472.42489000000006,528.040325589888,620.22027,645.98078,33
13,S13-RO-KW43-KDZ-SUPERHERO2_R-1000-07,417.5957,541.6637000000002,12.53856,18.53856,34
13,13,531.52758,541.80758,22.78715,32.78715,35
14,Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.,212.28116,541.4176599999997,11.33849,18.33849,0
14,Reducerile oferite prin Kaufland Card nu se cumulează cu alte promoții sau reduceri in cazul in care acestea de suprapun.Reducerile oferite prin Kaufland Card nu se cumulează cu alte promoții sau reduceri in cazul in care acestea de suprapun.,57.179069999999996,538.51618,30.550290000000004,39.55029,1
14,"-20%10,65",455.24405,530.0080800000002,98.34089,112.90778999999999,2
14,"8,49",473.78435999999994,530.07936,68.17239000000001,95.17239000000001,3
14,"-28%4,85",453.20157,527.96537,613.15338,627.72033,4
14,"3,49",471.74185,528.0368500000002,582.98492,609.98492,5
14,"-22%11,99",457.69677,532.46055,379.22299,394.25487999999996,6
14,"9,29",475.53545999999994,532.53246,349.88217000000003,376.88217000000003,7
14,Lucrurile bune ,28.46517,227.8818804922881,627.89422,656.57902,8
14,vin ușor.,28.46517,138.12714583424005,593.47241,622.15721,9
14,AGRICOLA Caşcaval  pane,383.90536000000003,436.12135,69.83159,103.83159,10
14,200 g,383.90545,405.29745,60.231590000000004,68.23159,11
14,ALDIS Șunculiță,375.11798,419.57797999999997,603.84448,625.84454,12
14,condimentată,375.11807000000005,426.63007000000005,593.96106,601.96106,13
14,100 g,375.11807000000005,395.42207,584.36108,592.36108,14
14,*produs la vitrina  cu servire asistată,375.11807000000005,436.29107,570.3611400000001,584.3611400000001,15
14,DELIKAT Mazăre  verde,488.46957000000003,531.2795600000002,459.59488,493.59488,16
14,900 g,488.46966,509.97366,449.99487,457.99487,17
14,Verifică ce vouchere ai primit  în Kaufland Card Digital sau pe,28.46527,231.09910023271698,104.74347,137.20029,18
14,www.pentrumine.kaufland.ro,28.46527,208.85144640676486,86.31685,101.06995,19
14,Iar în plus față de ofertele ,28.46527,195.17535039382187,567.8875099999999,582.6406099999999,20
14,"săptămânale, în Kaufland Card  ți se vor activa  și trei vouchere ",28.46527,230.64177188888397,532.4801,564.93693,21
14,cu oferte surpriză.,28.46527,141.07571166110492,514.77636,529.52946,22
14,S14-RO-KW43-KDZ-CRM1_L-1000-07,10.99659,111.31058999999999,12.53856,18.53856,23
14,14,10.93859,21.40859,22.67715,32.67715,24
15,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,11.338569999999999,343.2190699999999,11.33849,18.33849,0
15,Oferte valabile pentru utilizatorii Kauﬂ and Card.,14.17327,396.2809087047222,26.99839,44.08499000000001,1
15,"-12%12,49",458.05855999999994,532.82253,102.08619,116.65308999999999,2
15,"10,99",462.91015,532.89415,71.91769000000001,98.91769000000001,3
15,"-10%5,99",274.89877,349.66297000000003,381.66449,396.23138,4
15,"5,39",293.92526000000004,349.73425999999995,351.49597,378.49597,5
15,"-10%12,89",96.53927,171.30346000000003,379.54657000000003,394.11349,6
15,"11,59",106.65567,171.37466999999995,349.37799,376.37799,7
15,"-10%2,99",274.90915,349.67337000000003,100.45429,115.02118999999999,8
15,"2,69",293.88165,349.74465,70.28579,97.28579,9
15,"-14%15,49",275.05118,349.81524999999993,612.0300900000001,626.5971,10
15,"13,29",280.06467000000004,349.88667000000004,581.8616900000001,608.8616900000001,11
15,"- 9%6,05",456.44305,530.92384,609.54773,624.57959,12
15,"5,49",475.19967,531.27867,580.2069700000001,607.2069700000001,13
15,"-10%7,05",454.16427000000004,528.9284700000002,382.92669,397.49359,14
15,"6,29",472.00305,529.00005,352.75818,379.75818,15
15,"-15%6,39",92.69216999999999,167.45626000000001,102.41289,117.44479,16
15,"5,39",111.71857,167.52757,73.07199,100.07199,17
15,"-17%12,89",94.99277,169.75676,613.02642,627.59344,18
15,"10,69",100.97807,169.82807,582.85797,609.85797,19
15,FIVE ,18.29877,43.68877000000001,394.32669,404.32669,20
15,CONTINENTS Cașcaval  Rucăr,18.24877,82.99877000000002,358.32669,392.32669,21
15,min. 45% grăsime,18.24887,83.16006999999998,348.4433,356.4433,22
15,400 g,18.24887,39.84087,338.84328999999997,346.84328999999997,23
15,BOROMIR Turtă dulce,201.34405,255.69305,90.44889,112.44888999999999,24
15,miere /  glazură cacao 200 g,201.34418,252.81537999999998,61.365390000000005,88.56539000000001,25
15,FUCHS Busuioc/ oregano  mărunțit,270.70996,313.1999600000001,470.8312,516.8312000000002,26
15,doză sticlă 14 g/ 7 g,270.71005,310.11005,451.34778,468.94777999999997,27
15,CU GUST Ardei capia ,380.15426,437.20426,82.96539,104.96538999999999,28
15,copți,380.15426,403.95426,70.96539,80.96539,29
15,680 g,380.15436,401.65836,61.365390000000005,69.36538999999999,30
15,CRISTIM Salam  săsesc,300.68286,342.12285,701.3135900000001,735.3135900000001,31
15,mini picant 350 g,300.68307000000004,341.16227000000003,681.8302,699.4302299999999,32
15,COVALACT Chefir /  Chefir usor,472.45415999999994,526.38415,710.57678,744.57678,33
15,"0,7%/ 3,3%  grăsime 900 g",472.45437000000004,516.04637,681.4934,708.6934200000001,34
15,CUCINA  D`ORO Sos pentru  gătit,487.11537999999996,541.0253799999999,484.25325999999995,530.25329,35
15,cu grăsimi  vegetale 500 ml,487.11545,526.5314500000002,455.16989,482.36987,36
15,MULLER Iaurt  cu fructe,13.845870000000001,56.78586999999999,100.33239,134.33239,37
15,"diverse  sortimente 3,2-5,5% grăsime 500 g",13.845970000000001,77.40516999999998,61.36889,98.44889,38
15,CAMPOFRIO Salam  de vară,97.70307,159.74307000000005,702.30993,736.30993,39
15,dublu afumat 500 g,97.70317,148.26237,682.82635,700.42633,40
15,S15-RO-KW43-KDZ-CRM1_R-1000-07,441.28967,541.66367,12.53856,18.53856,41
15,15,531.58758,541.81758,22.78715,32.78715,42
16,Articolele se găsesc în limita stocului disponibil. Vindem în cantități destinate exclusiv consumului personal.,212.28116,541.4176599999997,11.33849,18.33849,0
16,Reducerile oferite prin Kaufland Card nu se cumulează cu alte promoții sau reduceri in cazul in care acestea de suprapun.,57.179069999999996,538.5161699999994,30.550290000000004,39.55029,1
16,"-11%4,49",184.93616,259.70036,361.01489,375.58178,2
16,"3,99",202.69366000000002,259.77166,330.84637000000004,357.84637000000004,3
16,"-11%12,99",458.07867000000005,532.84285,609.6431200000001,624.21014,4
16,"11,49",467.43917999999996,532.91418,579.4746700000001,606.4746700000001,5
16,"-16%5,99",182.10156,256.86576,100.92529,115.49219,6
16,"4,99",199.67036000000002,256.93736,70.75679000000001,97.75679000000001,7
16,"-16%51,79",455.64485999999994,530.4090600000002,100.59599,115.16288999999999,8
16,"42,99",456.85165,530.48065,70.42749,97.42749,9
16,"-10%5,49",454.66507,529.42926,361.25347999999997,375.82037,10
16,"4,89",472.63845999999995,529.50046,331.08499,358.08499,11
16,COCA COLA /  FANTA /  SPRITE Băutură  răcoritoare  carbogazoasă,190.87855,258.91856000000007,200.42438,270.42438,12
16,diverse sortimente,190.87868,259.24588,190.54088000000002,198.54088000000002,13
16,"pet 2,5 l",190.87868,206.76668,171.06088,188.66087,14
16,MALITA Snacks,210.20695,249.01696,455.51097999999996,477.51097999999996,15
16,pentru prăjit 400 g,210.20708,256.80628,436.02745999999996,453.62747,16
16,TRANSILVANIA ,365.69845,443.54745,615.4179,625.4179,17
16,NUTS,365.69845,392.76845,603.4179,613.4179,18
16,Power/Smart/ Revital mix,365.64847000000003,433.13846999999987,579.4179,601.4179,19
16,110 g,365.64856000000003,384.76855999999987,569.81787,577.81787,20
16,ABSOLUT Vodkă,446.87755999999996,494.62555,190.54088000000002,212.54088,21
16,"40% alcool 0,7 l",446.87765,487.36565,171.05737,188.65738000000002,22
16,HELLO NUTS Arahide prăjite,446.03697999999997,518.4569799999999,451.19839,473.19839,23
16,diverse sortimente,446.03705,514.40425,441.31487999999996,449.31487999999996,24
16,100 g,446.03705,466.34105,431.71487,439.71487,25
16,S16-RO-KW43-KDZ-CRM2_L-1000-07,10.99659,112.20459,12.53856,18.53856,26
16,16,10.93859,21.24859,22.77715,32.77715,27
17,Doar tu atingi cardul ,77.46526999999999,289.65775,82.94979000000001,104.10979,0
17,tău digital sau ﬁ zic.,83.47471,278.1255499999999,57.557790000000004,78.71779000000001,1
17,Nu ne asumăm răspunderea pentru eventualele greșeli de tipar. Toate imaginile sunt cu titlu de prezentare.,11.338569999999999,343.2190699999999,11.33849,18.33849,2
17,Oferte valabile doar pentru utilizatorii Kauﬂ and Card.,11.338569999999999,358.6029699999997,26.99839,40.99839,3
17,Folosește  Kauﬂ and Card  în siguranță  la ﬁ ecare cumpărătură  și bucură-te de beneﬁ cii. ,89.84886,300.78906,132.44298999999998,238.78699,4
17,"-10%19,55",94.56087,169.32506,359.11569,373.68268,5
17,"17,49",100.38436999999999,169.39637,328.94717,355.94717,6
17,"-30%19,99",95.78457,170.54866999999996,611.49237,626.05938,7
17,"13,99",100.69006999999999,170.62007,581.32403,608.32403,8
17,"-16%39,99",275.52646,350.29065,360.43768,375.00458,9
17,"33,33",278.21756,350.36156,330.26919,357.26919,10
17,"-15%8,29",456.65146,531.4156800000002,359.40707000000003,373.974,11
17,"6,99",474.38226,531.48726,329.23857999999996,356.23857999999996,12
17,"-20%14,99",274.37347,349.13747,609.02923,623.59613,13
17,"11,99",282.95105,349.20905,578.8607099999999,605.8607099999999,14
17,"- 9%25,89",455.83215,530.31287,609.6387900000001,624.67071,15
17,"23,49",458.14557,530.6675700000001,580.2980299999999,607.2980299999999,16
17,SAVO Soluție  antimucegai  cu pulverizator,106.27346999999999,177.66747,449.91098,495.91098,17
17,universal 500 ml,106.27356999999999,139.01757,430.42749000000003,448.02749000000006,18
17,ARIEL Detergent  capsule  pentru rufe,197.83227,252.56227,366.94088999999997,412.94088999999997,19
17,active / oxi /  Lenor  unstoppables 25 de utilizări 25 buc,197.83237,247.96757000000002,318.37737999999996,365.05737,20
17,ORAL-B ,14.746770000000001,56.19577000000001,697.8489999999999,707.8489999999999,21
17,PROFESSIONAL Pastă de dinți,14.69677,87.94776999999999,673.8489999999999,695.8489999999999,22
17,original / extra  fresh / whitening,14.69687,77.22407,654.3656,671.96563,23
17,75 ml,14.69687,35.05687,644.76562,652.76562,24
17,FAIRY Detergent  pentru vase,482.63559000000004,538.99559,458.7063,492.7063,25
17,rodie / lămâie / ,482.63565,541.21085,448.82287,456.82287,26
17,măr 875 ml,482.63565,507.56365,429.62289000000004,447.22287,27
17,TESORI  D’ORIENTE Săpun lichid,277.14029,334.97029,719.30786,753.30786,28
17,hammam/  floare de lotus/ mosc alb 300 ml,277.14035,334.0915500000001,680.34448,717.4245,29
