,Char,x0,x1,width,y0,y1,height
645, ,66.60127,70.76127,4.159999999999997,640.57812,656.57812,16.0
646,o,70.76127,80.40926999999999,9.647999999999996,640.57812,656.57812,16.0
647,f,80.16927,87.46527,7.2960000000000065,640.57812,656.57812,16.0
648,e,86.93567,95.91167,8.975999999999999,640.57812,656.57812,16.0
649,r,95.91167,103.15967,7.248000000000005,640.57812,656.57812,16.0
650,t,103.15967,110.50367,7.343999999999994,640.57812,656.57812,16.0
651,e,110.18367,119.15967,8.975999999999999,640.57812,656.57812,16.0
652,l,119.15967,123.75167,4.591999999999999,640.57812,656.57812,16.0
653,e,123.75167,132.72767000000002,8.976000000000013,640.57812,656.57812,16.0
654, ,132.72767000000002,136.88767,4.159999999999997,640.57812,656.57812,16.0
655,d,136.88767,146.80767,9.919999999999987,640.57812,656.57812,16.0
656,e,146.80767,155.78367,8.975999999999999,640.57812,656.57812,16.0
657,1,29.761568999999998,36.274842472,6.513273472000005,592.632378,609.126895888,16.49451788800002
658,2,37.390938472,46.058950184000004,8.668011712000002,593.165871888,609.8110627359999,16.64519084799997
659,-,47.175046183999996,52.10817828,4.933132096000001,593.850038736,610.23406312,16.384024383999986
660,1,53.22427428,59.737547752000005,6.513273472000002,594.27303912,610.767557008,16.49451788800002
661,3,60.821721704,69.537616488,8.715894784,594.804300816,611.452839952,16.648539135999954
662, ,70.653712488,73.68748272799999,3.0337702399999955,595.491815952,611.743024912,16.251208959999985
663,o,74.803578728,83.31198020000001,8.508401472000003,595.7820009120001,612.4160308,16.634029887999986
664,c,84.4280762,91.21268708000001,6.7846108800000025,596.4550068,612.96849832,16.513491520000002
665,t,92.29686103200001,98.50687504800001,6.210014016000002,597.005242128,613.4785541919999,16.47331206399997
666,o,99.30375056800001,107.81215204000002,8.508401472000003,597.495208272,614.12923816,16.634029887999986
667,m,108.92824804,121.93765828,13.009410239999994,598.16821416,615.1169831200001,16.948768960000052
668,b,123.05375428,131.801571112,8.747816831999998,599.15595912,615.806730448,16.65077132800002
669,r,132.917667112,139.031914984,6.114247871999993,599.845706448,616.312321936,16.466615488000002
670,i,140.14801098400002,143.596767848,3.4487568639999893,600.351297936,616.6315253920001,16.280227456000034
671,e,144.712863848,152.550902312,7.838038463999993,600.670501392,617.257655248,16.587153855999986
672,T,11.91977,20.85410282,8.934332820000002,80.246589,95.907927765,15.661338764999996
673,o,19.700759174481803,27.677430554481806,7.976671380000003,80.79066169898235,96.38503758398235,15.594375885000005
674,a,28.424456354481805,36.64054309448181,8.216086740000001,81.40065168398235,97.01176828898235,15.611116605000007
675,t,37.3875688944818,43.2095020344818,5.821933139999999,82.02738238898235,97.47109179398235,15.443709405000007
676,e,43.657258634481806,51.00546469448181,7.3482060600000025,82.46577999398235,98.01621148898235,15.550431494999998
677, ,51.75249049448181,54.59669509448182,2.8442046000000047,83.03182558898234,98.26732228898234,15.235496699999999
678,o,55.34372089448181,63.32039227448181,7.976671379999999,83.28293638898235,98.87731227398235,15.594375885000005
679,f,63.842966174481816,69.62000893448182,5.7770427600000005,83.87723194898236,99.31780246898236,15.440570520000009
680,e,69.87324055448182,77.22144661448182,7.348206059999995,84.29888883398235,99.84932032898234,15.550431494999998
681,r,77.96847241448182,83.70062479448183,5.732152380000002,84.86493442898235,100.30236606398235,15.437431634999996
682,t,84.44765059448183,90.26958373448183,5.821933139999999,85.31798016398236,100.76168956898236,15.443709405000007
683,e,90.71734033448185,98.06554639448184,7.348206059999995,85.75637776898235,101.30680926398234,15.550431494999998
684,l,98.81257219448186,102.06079021448186,3.248218019999996,86.32242336398235,101.58617002898235,15.263746665
685,e,102.80781601448187,110.15602207448187,7.348206059999995,86.60178412898236,102.15221562398236,15.550431494999998
686, ,111.202345,114.04654959999999,2.8442045999999976,87.18877,102.4242667,15.235496699999999
687,L,13.266889,20.95925464,7.69236564,62.056202,77.63069828,15.574496280000005
688,U,21.51175546,31.10448052,9.59272506,62.632710545,78.34008629,15.707375745
689,N,32.001140920000005,41.773427500000004,9.77228658,63.36616334,79.086094625,15.719931285000001
690,I,42.670087900000006,46.60662508000001,3.936537180000002,64.112171675,79.42404791,15.311876235
691,&,47.42846818,58.517539240000005,11.089071060000002,64.444893485,80.25689872999999,15.812005244999995
692,M,59.337885994,71.788631914,12.45074592000001,65.2776396755,81.1848577655,15.90721809
693,A,72.68529231400001,82.99626345400002,10.310971140000007,66.2109348155,81.9685327205,15.757597904999997
694,R,83.892923854,93.156452794,9.26352894,66.99460977049999,82.67896702549999,15.684357254999995
695,Ț,93.75384399400001,102.688176814,8.934332819999995,67.6841181755,83.3454569405,15.661338764999996
696,I,103.584837214,107.521374394,3.936537180000002,68.3715339905,83.6834102255,15.311876235
697,",",108.343217494,111.247275934,2.90405844,68.7042558005,83.9439376805,15.239681880000006
698, ,111.99603749536,114.84024209536,2.8442045999999976,68.95967315072,84.19516985071999,15.235496699999999
699,î,115.585377,118.171920648,2.586543648000003,69.211493,81.421670456,12.210177455999997
700,n,118.76960128799999,125.06708301599998,6.297481727999994,69.43416053600001,81.90383775200002,12.469677216000008
701, ,125.66476365599999,127.940067336,2.2753036800000075,69.91632783200001,82.104740792,12.188412959999994
702,p,128.537747976,135.0985866,6.560838624000013,70.11723087200001,82.60532420000001,12.488093328000005
703,g,135.600501096,142.14936895199997,6.548867855999987,70.611117512,83.09837374400001,12.487256232000007
704,.,142.747049592,145.070236344,2.323186751999998,71.110863824,83.302625168,12.191761344
705, ,145.667916984,147.943220664,2.2753036800000075,71.315115248,83.503528208,12.188412960000008
706,2,148.54037259508,156.66660357508,8.126230980000003,71.51598131626001,87.12086612626001,15.604884810000001
707,-,157.41370437508,162.03848571508,4.624781339999998,72.13647872626001,87.49651295626,15.360034229999997
708,7,162.78558651507998,170.85196365508,8.066377140000014,72.51212555626002,88.11282488626001,15.600699329999998
709,C,361.94995,368.27995,6.329999999999984,417.45428,427.45428,10.0
710,o,367.98995,373.98995,6.0,417.45428,427.45428,10.0
711,t,373.72995,378.20995,4.480000000000018,417.45428,427.45428,10.0
712,l,378.20995,380.94995,2.740000000000009,417.45428,427.45428,10.0
713,e,380.94995,386.54995,5.600000000000023,417.45428,427.45428,10.0
714,t,386.34995,390.82995,4.480000000000018,417.45428,427.45428,10.0
715, ,390.82995,393.42995,2.6000000000000227,417.45428,427.45428,10.0
716,d,393.37995,399.51995,6.139999999999986,417.45428,427.45428,10.0
717,e,399.51995,405.11995,5.600000000000023,417.45428,427.45428,10.0
718, ,405.11995,407.71995000000004,2.6000000000000227,417.45428,427.45428,10.0
719,p,407.66995000000003,413.77995000000004,6.110000000000014,417.45428,427.45428,10.0
720,o,413.77995,419.77995,6.0,417.45428,427.45428,10.0
721,r,419.77995,424.12995,4.350000000000023,417.45428,427.45428,10.0
722,c,423.87995,428.81995,4.939999999999998,417.45428,427.45428,10.0
723, ,428.81995,431.41995000000003,2.6000000000000227,417.45428,427.45428,10.0
724,f,361.94995,366.42995,4.480000000000018,405.45428,415.45428,10.0
725,ă,366.07995,372.19995,6.1200000000000045,405.45428,415.45428,10.0
726,r,372.19995,376.54995,4.350000000000023,405.45428,415.45428,10.0
727,ă,376.29995,382.41995000000003,6.1200000000000045,405.45428,415.45428,10.0
728, ,382.41995,385.01995,2.6000000000000227,405.45428,415.45428,10.0
729,o,385.01995,391.01995,6.0,405.45428,415.45428,10.0
730,s,390.84995,395.51995,4.670000000000016,405.45428,415.45428,10.0
731,b,361.94995,366.70995,4.759999999999991,395.57077,403.57077,8.0
732,u,366.70995,371.28595,4.576000000000022,395.57077,403.57077,8.0
733,c,371.28595,375.22195,3.9359999999999786,395.57077,403.57077,8.0
734,a,375.02995,379.78995,4.759999999999991,395.57077,403.57077,8.0
735,t,379.78995,383.18994999999995,3.3999999999999773,395.57077,403.57077,8.0
736,ă,383.02995,387.78995,4.759999999999991,395.57077,403.57077,8.0
737, ,387.78995,389.86994999999996,2.079999999999984,395.57077,403.57077,8.0
738,i,389.86995,391.82195,1.9519999999999982,395.57077,403.57077,8.0
739,d,391.82195,396.62995,4.807999999999993,395.57077,403.57077,8.0
740,e,396.62995,401.09395,4.463999999999999,395.57077,403.57077,8.0
741,a,401.09395,405.85395,4.759999999999991,395.57077,403.57077,8.0
742,l,405.85395,407.81395,1.9599999999999795,395.57077,403.57077,8.0
743,ă,407.81395,412.57394999999997,4.759999999999991,395.57077,403.57077,8.0
744, ,412.57394999999997,414.65394999999995,2.079999999999984,395.57077,403.57077,8.0
745,p,361.94995,366.70995,4.759999999999991,385.97076,393.97076,8.0
746,e,366.70995,371.17395,4.463999999999999,385.97076,393.97076,8.0
747,n,371.17395,375.74995,4.576000000000022,385.97076,393.97076,8.0
748,t,375.57395,378.97395,3.3999999999999773,385.97076,393.97076,8.0
749,r,378.97395,382.13395,3.160000000000025,385.97076,393.97076,8.0
750,u,382.13395,386.70995000000005,4.576000000000022,385.97076,393.97076,8.0
751, ,386.70995,388.78995,2.079999999999984,385.97076,393.97076,8.0
752,g,388.78995,393.50995,4.720000000000027,385.97076,393.97076,8.0
753,ă,393.50995,398.26995,4.759999999999991,385.97076,393.97076,8.0
754,t,398.26995,401.66995,3.3999999999999773,385.97076,393.97076,8.0
755,i,401.66995,403.62194999999997,1.9519999999999982,385.97076,393.97076,8.0
756,t,403.62194999999997,407.02194999999995,3.3999999999999773,385.97076,393.97076,8.0
757,k,361.94995,366.38195,4.432000000000016,376.37076,384.37076,8.0
758,g,365.98195,370.84594999999996,4.863999999999976,376.37076,384.37076,8.0
759,C,283.11337,289.44336999999996,6.329999999999984,185.12308,195.12308,10.0
760,R,289.51336999999995,296.26336999999995,6.75,185.12308,195.12308,10.0
761,I,296.33337,299.54337,3.2099999999999795,185.12308,195.12308,10.0
762,S,299.61337,305.66337,6.050000000000011,185.12308,195.12308,10.0
763,T,305.48737,312.06737,6.579999999999984,185.12308,195.12308,10.0
764,I,312.13737,315.34736999999996,3.2099999999999795,185.12308,195.12308,10.0
765,M,315.41737,324.32737000000003,8.910000000000025,185.12308,195.12308,10.0
766,S,283.06338,289.11338,6.050000000000011,173.12308,183.12308,10.0
767,a,289.11338,295.23338,6.1200000000000045,173.12308,183.12308,10.0
768,l,295.23338,297.97338,2.740000000000009,173.12308,183.12308,10.0
769,a,297.97338,304.09338,6.1200000000000045,173.12308,183.12308,10.0
770,m,304.09338,312.87338,8.779999999999973,173.12308,183.12308,10.0
771, ,312.87338,315.47338,2.6000000000000227,173.12308,183.12308,10.0
772,s,283.06338,287.73338,4.670000000000016,161.12308,171.12308,10.0
773,ă,287.63338,293.75338,6.1200000000000045,161.12308,171.12308,10.0
774,s,293.75338,298.42338,4.670000000000016,161.12308,171.12308,10.0
775,e,298.32338,303.92338,5.600000000000023,161.12308,171.12308,10.0
776,s,303.92338,308.59338,4.670000000000016,161.12308,171.12308,10.0
777,c,308.49338,313.43338,4.939999999999998,161.12308,171.12308,10.0
778,2,283.06347,287.87147,4.807999999999993,151.52309,159.52309,8.0
779,5,287.84747,292.63946999999996,4.791999999999973,151.52309,159.52309,8.0
780,0,292.63947,297.48747000000003,4.848000000000013,151.52309,159.52309,8.0
781, ,297.48747,299.56746999999996,2.079999999999984,151.52309,159.52309,8.0
782,g,299.56747,304.43147,4.863999999999976,151.52309,159.52309,8.0
783,P,469.26895,475.83895,6.569999999999993,216.74048,226.74048,10.0
784,E,475.93895000000003,481.92895000000004,5.990000000000009,216.74048,226.74048,10.0
785,R,482.02895,488.77895,6.75,216.74048,226.74048,10.0
786,S,488.77895,494.82895,6.050000000000011,216.74048,226.74048,10.0
787,I,494.92895000000004,498.13895,3.2099999999999795,216.74048,226.74048,10.0
788,L,498.23895000000005,504.03895000000006,5.800000000000011,216.74048,226.74048,10.0
789,D,469.21896,476.54895999999997,7.329999999999984,204.74048,214.74048,10.0
790,e,476.47896,482.07896,5.600000000000023,204.74048,214.74048,10.0
791,t,481.87896,486.35896,4.480000000000018,204.74048,214.74048,10.0
792,e,486.15896,491.75896,5.600000000000023,204.74048,214.74048,10.0
793,r,491.75896,496.10896,4.350000000000023,204.74048,214.74048,10.0
794,g,495.91895999999997,501.99895999999995,6.079999999999984,204.74048,214.74048,10.0
795,e,501.99896,507.59896000000003,5.600000000000023,204.74048,214.74048,10.0
796,n,507.59896,513.48896,5.890000000000043,204.74048,214.74048,10.0
797,t,513.3289599999999,517.80896,4.480000000000018,204.74048,214.74048,10.0
798, ,517.80896,520.40896,2.6000000000000227,204.74048,214.74048,10.0
799,g,520.40896,526.48896,6.080000000000041,204.74048,214.74048,10.0
800,e,526.48896,532.08896,5.600000000000023,204.74048,214.74048,10.0
801,l,532.08896,534.82896,2.740000000000009,204.74048,214.74048,10.0
802, ,534.8289599999999,537.42896,2.6000000000000227,204.74048,214.74048,10.0
803,p,469.21896,475.32896,6.110000000000014,192.74048,202.74048,10.0
804,e,475.32896,480.92896,5.600000000000023,192.74048,202.74048,10.0
805,n,480.92895999999996,486.81895999999995,5.889999999999986,192.74048,202.74048,10.0
806,t,486.65896,491.13896,4.480000000000018,192.74048,202.74048,10.0
807,r,491.13896,495.48896,4.350000000000023,192.74048,202.74048,10.0
808,u,495.48895999999996,501.37895999999995,5.889999999999986,192.74048,202.74048,10.0
809, ,501.37896,503.97896000000003,2.6000000000000227,192.74048,202.74048,10.0
810,r,503.97896,508.32896,4.350000000000023,192.74048,202.74048,10.0
811,u,508.32896,514.21896,5.890000000000043,192.74048,202.74048,10.0
812,f,514.21896,518.69896,4.480000000000018,192.74048,202.74048,10.0
813,e,518.34896,523.94896,5.600000000000023,192.74048,202.74048,10.0
814,u,469.21905,473.79505,4.576000000000022,182.85698,190.85698,8.0
815,n,473.79505,478.37105,4.576000000000022,182.85698,190.85698,8.0
816,i,478.37104999999997,480.32304999999997,1.9519999999999982,182.85698,190.85698,8.0
817,v,480.32304999999997,484.57104999999996,4.2479999999999905,182.85698,190.85698,8.0
818,e,484.36305,488.82705,4.463999999999999,182.85698,190.85698,8.0
819,r,488.82705,491.98705,3.160000000000025,182.85698,190.85698,8.0
820,s,491.77905,495.32304999999997,3.5439999999999827,182.85698,190.85698,8.0
821,a,495.24305,500.00305,4.759999999999991,182.85698,190.85698,8.0
822,l,500.00305,501.96304999999995,1.9599999999999795,182.85698,190.85698,8.0
823, ,501.96305,504.04305,2.079999999999984,182.85698,190.85698,8.0
824,/,504.04305,507.35505,3.312000000000012,182.85698,190.85698,8.0
825, ,507.35505,509.43505,2.079999999999984,182.85698,190.85698,8.0
826,c,509.43505,513.37105,3.9359999999999786,182.85698,190.85698,8.0
827,o,513.1782499999999,517.9062499999999,4.727999999999952,182.85698,190.85698,8.0
828,l,517.90625,519.86625,1.9600000000000364,182.85698,190.85698,8.0
829,o,519.86625,524.59425,4.727999999999952,182.85698,190.85698,8.0
830,r,524.59425,527.75425,3.159999999999968,182.85698,190.85698,8.0
831,1,469.21905,472.52304999999996,3.3039999999999736,172.97697,180.97697,8.0
832,0,472.52304999999996,477.18704999999994,4.663999999999987,172.97697,180.97697,8.0
833,0,477.18705,481.85105,4.663999999999987,172.97697,180.97697,8.0
834, ,481.85105,483.93104999999997,2.079999999999984,172.97697,180.97697,8.0
835,d,483.93104999999997,488.73904999999996,4.807999999999993,172.97697,180.97697,8.0
836,e,488.73904999999996,493.20304999999996,4.463999999999999,172.97697,180.97697,8.0
837, ,493.20304999999996,495.28304999999995,2.079999999999984,172.97697,180.97697,8.0
838,u,495.28305,499.85905,4.576000000000022,172.97697,180.97697,8.0
839,t,499.85904999999997,503.25904999999995,3.3999999999999773,172.97697,180.97697,8.0
840,i,503.25905,505.21105,1.9519999999999982,172.97697,180.97697,8.0
841,l,505.21105,507.17105,1.9599999999999795,172.97697,180.97697,8.0
842,i,507.17105,509.12305,1.9519999999999982,172.97697,180.97697,8.0
843,z,509.12305,513.13905,4.0160000000000196,172.97697,180.97697,8.0
844,ă,512.93025,517.69025,4.759999999999991,172.97697,180.97697,8.0
845,r,517.69025,520.85025,3.159999999999968,172.97697,180.97697,8.0
846,i,520.85025,522.80225,1.9519999999999982,172.97697,180.97697,8.0
847,5,469.21905,474.01104999999995,4.791999999999973,163.37698,171.37698,8.0
848, ,474.01104999999995,476.09104999999994,2.079999999999984,163.37698,171.37698,8.0
849,l,476.09105,478.28305,2.1920000000000073,163.37698,171.37698,8.0
850,3,108.16427,118.85627,10.691999999999993,391.60428,409.60428,18.0
851,7,118.22621000000001,128.57621,10.349999999999994,391.60428,409.60428,18.0
852,%,128.57831,144.81430999999998,16.23599999999999,391.60428,409.60428,18.0
853,L,78.25597,91.6136268,13.3576568,434.56119,457.43389,22.87270000000001
854,U,91.316276694555,107.578766394555,16.262489700000003,434.56119,457.43389,22.87270000000001
855,N,107.807496394555,124.344458494555,16.536962099999997,434.56119,457.43389,22.87270000000001
856,I,124.573188494555,132.189797594555,7.616609099999991,434.56119,457.43389,22.87270000000001
857,&,132.304157690199,150.853917390199,18.54975970000001,434.56119,457.43389,22.87270000000001
858, ,150.853917416748,156.800819416748,5.946901999999994,434.56119,457.43389,22.87270000000001
859,M,78.25597,98.88714540000001,20.631175400000004,416.58325,439.45595000000003,22.87270000000001
860,A,99.11587540000001,116.4762547,17.36037929999999,416.58325,439.45595000000003,22.87270000000001
861,R,116.7049847,132.464275,15.75929029999999,416.58325,439.45595000000003,22.87270000000001
862,Ț,132.235545053098,147.491635953098,15.256090900000004,416.58325,439.45595000000003,22.87270000000001
863,I,147.720365953098,155.336975053098,7.616609100000005,416.58325,439.45595000000003,22.87270000000001
864,2,114.79497,125.68296720000001,10.887997200000001,182.51398,201.09418,18.58019999999999
865,7,125.21846000000001,135.902075,10.683614999999989,182.51398,201.09418,18.58019999999999
866,%,135.90208,152.66142040000003,16.759340400000013,182.51398,201.09418,18.58019999999999
867,L,82.52987,95.2392284,12.7093584,225.93979,247.70238999999998,21.762599999999992
868,U,94.95631838237401,110.429526982374,15.473208599999992,225.93979,247.70238999999998,21.762599999999992
869,N,110.647156982374,126.38151678237399,15.734359799999993,225.93979,247.70238999999998,21.762599999999992
870,I,126.59914678237399,133.84609258237398,7.246945799999992,225.93979,247.70238999999998,21.762599999999992
871,&,133.954902618342,151.604371218342,17.649468600000006,225.93979,247.70238999999998,21.762599999999992
872, ,151.604371301074,157.262647301074,5.658276000000001,225.93979,247.70238999999998,21.762599999999992
873,M,82.52987,102.1597352,19.629865199999998,208.8344,230.59699999999998,21.762599999999992
874,A,102.3773652,118.8951786,16.517813399999994,208.8344,230.59699999999998,21.762599999999992
875,R,119.1128086,134.10724,14.994431399999996,208.8344,230.59699999999998,21.762599999999992
876,Ț,133.889609947838,148.405264147838,14.5156542,208.8344,230.59699999999998,21.762599999999992
877,I,148.622894147838,155.869839947838,7.246945799999992,208.8344,230.59699999999998,21.762599999999992
878,B,207.15307,213.88307,6.72999999999999,481.73108,491.73108,10.0
879,A,213.68307000000001,221.21307000000002,7.530000000000001,481.73108,491.73108,10.0
880,R,221.31307,228.06307,6.75,481.73108,491.73108,10.0
881,I,228.16307,231.37307,3.210000000000008,481.73108,491.73108,10.0
882,L,231.47307,237.27307000000002,5.800000000000011,481.73108,491.73108,10.0
883,L,237.37307,243.17307000000002,5.800000000000011,481.73108,491.73108,10.0
884,A,243.27307000000002,250.80307000000002,7.530000000000001,481.73108,491.73108,10.0
885,P,207.10307,213.67307,6.569999999999993,469.73108,479.73108,10.0
886,a,213.21307000000002,219.33307000000002,6.1200000000000045,469.73108,479.73108,10.0
887,s,219.33307,224.00306999999998,4.6699999999999875,469.73108,479.73108,10.0
888,t,223.87306999999998,228.35306999999997,4.47999999999999,469.73108,479.73108,10.0
889,e,228.15407,233.75406999999998,5.599999999999994,469.73108,479.73108,10.0
890,d,207.10316,211.91116,4.807999999999993,459.84759,467.84759,8.0
891,i,211.91116,213.86316,1.9519999999999982,459.84759,467.84759,8.0
892,v,213.86316,218.11115999999998,4.2479999999999905,459.84759,467.84759,8.0
893,e,217.90316,222.36716,4.463999999999999,459.84759,467.84759,8.0
894,r,222.36716,225.52716,3.1599999999999966,459.84759,467.84759,8.0
895,s,225.31916,228.86316000000002,3.544000000000011,459.84759,467.84759,8.0
896,e,228.78316,233.24716,4.463999999999999,459.84759,467.84759,8.0
897, ,233.24716,235.32716000000002,2.0800000000000125,459.84759,467.84759,8.0
898,s,207.10316,210.64716,3.544000000000011,450.24759,458.24759,8.0
899,o,210.56716,215.29516,4.728000000000009,450.24759,458.24759,8.0
900,r,215.29516,218.45516,3.1599999999999966,450.24759,458.24759,8.0
901,t,218.45516,221.85516,3.4000000000000057,450.24759,458.24759,8.0
902,i,221.85516,223.80716,1.9519999999999982,450.24759,458.24759,8.0
903,m,223.80716,230.71116,6.903999999999996,450.24759,458.24759,8.0
904,e,230.67916,235.14316,4.463999999999999,450.24759,458.24759,8.0
905,n,235.14316,239.71916,4.575999999999993,450.24759,458.24759,8.0
906,t,239.54236,242.94236,3.4000000000000057,450.24759,458.24759,8.0
907,e,242.78316,247.24716,4.463999999999999,450.24759,458.24759,8.0
908,5,207.10316,211.89516,4.792000000000002,440.64761,448.64761,8.0
909,0,211.89516,216.74316000000002,4.848000000000013,440.64761,448.64761,8.0
910,0,216.74316,221.59116,4.848000000000013,440.64761,448.64761,8.0
911, ,221.59116,223.67116000000001,2.0800000000000125,440.64761,448.64761,8.0
912,g,223.67116,228.53516,4.864000000000004,440.64761,448.64761,8.0
913,P,197.88116,204.45116,6.569999999999993,300.77768,310.77768,10.0
914,u,204.39115999999999,210.28115999999997,5.889999999999986,300.77768,310.77768,10.0
915,l,210.28116,213.02116,2.740000000000009,300.77768,310.77768,10.0
916,p,213.02116,219.13116000000002,6.110000000000014,300.77768,310.77768,10.0
917,e,219.13116,224.73116,5.599999999999994,300.77768,310.77768,10.0
918, ,224.73116,227.33115999999998,2.5999999999999943,300.77768,310.77768,10.0
919,d,227.33116,233.47116,6.139999999999986,300.77768,310.77768,10.0
920,e,233.47116,239.07116,5.599999999999994,300.77768,310.77768,10.0
921, ,239.07116,241.67116,2.5999999999999943,300.77768,310.77768,10.0
922,p,241.67116,247.78116,6.110000000000014,300.77768,310.77768,10.0
923,u,247.78116,253.67116,5.889999999999986,300.77768,310.77768,10.0
924,i,253.67116,256.40116,2.730000000000018,300.77768,310.77768,10.0
925,i,197.88116,199.83316,1.9519999999999982,290.89419,298.89419,8.0
926,n,199.83316,204.40915999999999,4.575999999999993,290.89419,298.89419,8.0
927,f,204.28116,207.71316,3.431999999999988,290.89419,298.89419,8.0
928,e,207.38515999999998,211.84915999999998,4.463999999999999,290.89419,298.89419,8.0
929,r,211.84915999999998,215.00915999999998,3.1599999999999966,290.89419,298.89419,8.0
930,i,215.00916,216.96116,1.9519999999999982,290.89419,298.89419,8.0
931,o,216.96116,221.68916000000002,4.728000000000009,290.89419,298.89419,8.0
932,a,221.68916,226.44915999999998,4.759999999999991,290.89419,298.89419,8.0
933,r,226.44916,229.60916,3.1599999999999966,290.89419,298.89419,8.0
934,e,229.36036,233.82435999999998,4.463999999999999,290.89419,298.89419,8.0
935,r,197.88116,201.04116,3.1599999999999966,281.01419,289.01419,8.0
936,e,200.79316,205.25716,4.463999999999999,281.01419,289.01419,8.0
937,f,205.08115999999998,208.51315999999997,3.431999999999988,281.01419,289.01419,8.0
938,r,208.51316,211.67316,3.1599999999999966,281.01419,289.01419,8.0
939,i,211.67316,213.62516,1.9519999999999982,281.01419,289.01419,8.0
940,g,213.62516,218.34516,4.719999999999999,281.01419,289.01419,8.0
941,e,218.34516,222.80916,4.463999999999999,281.01419,289.01419,8.0
942,r,222.80916,225.96916,3.1599999999999966,281.01419,289.01419,8.0
943,a,225.72116,230.48116,4.759999999999991,281.01419,289.01419,8.0
944,t,230.48116,233.88116,3.4000000000000057,281.01419,289.01419,8.0
945,e,233.72035999999997,238.18435999999997,4.463999999999999,281.01419,289.01419,8.0
946,k,197.88116,202.31315999999998,4.431999999999988,271.41421,279.41421,8.0
947,g,201.91316,206.77716,4.864000000000004,271.41421,279.41421,8.0
948,B,15.37677,22.10677,6.73,374.0683,384.0683,10.0
949,E,22.20677,28.19677,5.990000000000002,374.0683,384.0683,10.0
950,C,27.996769999999998,34.326769999999996,6.329999999999998,374.0683,384.0683,10.0
951,K,34.426770000000005,41.356770000000004,6.93,374.0683,384.0683,10.0
952,S,41.23677000000001,47.286770000000004,6.049999999999997,374.0683,384.0683,10.0
953,B,15.32677,22.05677,6.73,362.0683,372.0683,10.0
954,e,22.05677,27.65677,5.600000000000001,362.0683,372.0683,10.0
955,r,27.65677,32.00677,4.350000000000001,362.0683,372.0683,10.0
956,e,31.75677,37.35677,5.599999999999998,362.0683,372.0683,10.0
957, ,37.35677,39.95677,2.6000000000000014,362.0683,372.0683,10.0
958,b,39.69677,45.80677,6.109999999999999,362.0683,372.0683,10.0
959,l,45.80677,48.54677,2.740000000000002,362.0683,372.0683,10.0
960,o,48.546769999999995,54.546769999999995,6.0,362.0683,372.0683,10.0
961,n,54.546769999999995,60.436769999999996,5.890000000000001,362.0683,372.0683,10.0
962,d,60.36577,66.50577,6.140000000000001,362.0683,372.0683,10.0
963,ă,66.50577,72.62577,6.1200000000000045,362.0683,372.0683,10.0
964,5,15.32687,19.96687,4.640000000000001,352.18487,360.18487,8.0
965,%,19.96687,26.96687,7.0,352.18487,360.18487,8.0
966, ,26.96687,29.04687,2.0799999999999983,352.18487,360.18487,8.0
967,a,29.04687,33.806869999999996,4.759999999999998,352.18487,360.18487,8.0
968,l,33.80687,35.766870000000004,1.9600000000000009,352.18487,360.18487,8.0
969,c,35.76687,39.70287,3.936,352.18487,360.18487,8.0
970,o,39.51087,44.23887,4.7280000000000015,352.18487,360.18487,8.0
971,o,44.23887,48.96687,4.7280000000000015,352.18487,360.18487,8.0
972,l,48.96687,50.92687,1.9600000000000009,352.18487,360.18487,8.0
973,d,15.32687,20.13487,4.808,342.30487,350.30487,8.0
974,o,20.13487,24.86287,4.7280000000000015,342.30487,350.30487,8.0
975,z,24.65487,28.67087,4.016000000000002,342.30487,350.30487,8.0
976,ă,28.46287,33.22287,4.760000000000002,342.30487,350.30487,8.0
977,0,15.32687,20.17487,4.847999999999999,332.70489,340.70489,8.0
978,",",20.17487,22.190869999999997,2.0159999999999982,332.70489,340.70489,8.0
979,5,22.19087,26.98287,4.791999999999998,332.70489,340.70489,8.0
980, ,26.98287,29.062869999999997,2.0799999999999983,332.70489,340.70489,8.0
981,l,29.062869999999997,31.254869999999997,2.192,332.70489,340.70489,8.0
982,M,13.16577,22.07577,8.909999999999998,162.80218,172.80218,10.0
983,I,22.17577,25.38577,3.210000000000001,162.80218,172.80218,10.0
984,L,25.48577,31.28577,5.800000000000001,162.80218,172.80218,10.0
985,K,31.38577,38.31577,6.93,162.80218,172.80218,10.0
986,A,38.38577,45.91577,7.530000000000001,162.80218,172.80218,10.0
987,C,13.11577,19.44577,6.33,150.80218,160.80218,10.0
988,i,19.44577,22.17577,2.7300000000000004,150.80218,160.80218,10.0
989,o,22.17577,28.17577,6.0,150.80218,160.80218,10.0
990,c,28.17577,33.11577,4.939999999999998,150.80218,160.80218,10.0
991,o,32.84577,38.84577,6.0,150.80218,160.80218,10.0
992,l,38.84577,41.585770000000004,2.740000000000002,150.80218,160.80218,10.0
993,a,41.58577,47.705769999999994,6.119999999999997,150.80218,160.80218,10.0
994,t,47.705769999999994,52.18576999999999,4.479999999999997,150.80218,160.80218,10.0
995,ă,51.98576999999999,58.105769999999985,6.119999999999997,150.80218,160.80218,10.0
996,d,13.11587,17.92387,4.808000000000002,140.91868,148.91868,8.0
997,i,17.92387,19.87587,1.9519999999999982,140.91868,148.91868,8.0
998,v,19.87587,24.12387,4.248000000000001,140.91868,148.91868,8.0
