,Char,x0,x1,width,y0,y1,height
320,u,384.9352700000004,388.8132700000004,3.877999999999986,39.57959,46.57959,7.0
321, ,388.6032700000004,390.4232700000004,1.8199999999999932,39.57959,46.57959,7.0
322,t,390.2132700000004,393.02027000000044,2.8070000000000164,39.57959,46.57959,7.0
323,i,392.81027000000046,394.30127000000044,1.4909999999999854,39.57959,46.57959,7.0
324,t,394.09127000000046,396.8982700000005,2.8070000000000164,39.57959,46.57959,7.0
325,l,396.6882700000005,398.1792700000005,1.4909999999999854,39.57959,46.57959,7.0
326,u,397.9692700000005,401.8472700000005,3.877999999999986,39.57959,46.57959,7.0
327, ,401.6372700000005,403.4572700000005,1.8199999999999932,39.57959,46.57959,7.0
328,d,403.2472700000005,407.3562700000005,4.1089999999999804,39.57959,46.57959,7.0
329,e,407.1462700000005,411.0452700000005,3.899000000000001,39.57959,46.57959,7.0
330, ,410.83527000000055,412.65527000000054,1.8199999999999932,39.57959,46.57959,7.0
331,p,412.44527000000056,416.48427000000055,4.038999999999987,39.57959,46.57959,7.0
332,r,416.27427000000057,418.73127000000056,2.4569999999999936,39.57959,46.57959,7.0
333,e,418.25527000000056,422.15427000000057,3.899000000000001,39.57959,46.57959,7.0
334,z,421.8042700000006,425.1432700000006,3.3389999999999986,39.57959,46.57959,7.0
335,e,424.73027000000064,428.62927000000064,3.899000000000001,39.57959,46.57959,7.0
336,n,428.41927000000067,432.29027000000065,3.870999999999981,39.57959,46.57959,7.0
337,t,431.88427000000064,434.69127000000066,2.8070000000000164,39.57959,46.57959,7.0
338,a,434.3412700000007,438.3802700000007,4.038999999999987,39.57959,46.57959,7.0
339,r,438.1702700000007,440.6272700000007,2.4569999999999936,39.57959,46.57959,7.0
340,e,440.1512700000007,444.0502700000007,3.899000000000001,39.57959,46.57959,7.0
341,.,443.70727000000073,445.1072700000007,1.3999999999999773,39.57959,46.57959,7.0
342, ,445.1072700000007,446.9272700000007,1.8199999999999932,39.57959,46.57959,7.0
343,O,14.17327,19.93427,5.761000000000001,31.57859,38.57859,7.0
344,f,19.661270000000002,22.52427,2.8629999999999995,31.57859,38.57859,7.0
345,e,21.978270000000002,25.877270000000003,3.899000000000001,31.57859,38.57859,7.0
346,r,25.667270000000002,28.124270000000003,2.4570000000000007,31.57859,38.57859,7.0
347,t,27.914270000000002,30.721270000000004,2.807000000000002,31.57859,38.57859,7.0
348,a,30.371270000000003,34.410270000000004,4.0390000000000015,31.57859,38.57859,7.0
349, ,34.20027,36.020270000000004,1.8200000000000003,31.57859,38.57859,7.0
350,d,35.81027,39.919270000000004,4.109000000000002,31.57859,38.57859,7.0
351,i,39.709270000000004,41.20027,1.4909999999999997,31.57859,38.57859,7.0
352,s,40.99027,43.90927,2.918999999999997,31.57859,38.57859,7.0
353,p,43.69927,47.73827,4.0390000000000015,31.57859,38.57859,7.0
354,o,47.52827,51.59527,4.067,31.57859,38.57859,7.0
355,n,51.38527,55.25627,3.871000000000002,31.57859,38.57859,7.0
356,i,55.04627,56.53727,1.4909999999999997,31.57859,38.57859,7.0
357,b,56.32727,60.36627,4.0390000000000015,31.57859,38.57859,7.0
358,i,60.15627,61.64727,1.4909999999999997,31.57859,38.57859,7.0
359,l,61.43727,62.92827,1.4909999999999997,31.57859,38.57859,7.0
360,ă,62.71827,66.75726999999999,4.038999999999994,31.57859,38.57859,7.0
361, ,66.54727,68.36726999999999,1.8199999999999932,31.57859,38.57859,7.0
362,ș,68.15727,71.07627,2.918999999999997,31.57859,38.57859,7.0
363,i,70.86626999999999,72.35726999999999,1.4909999999999997,31.57859,38.57859,7.0
364, ,72.14726999999999,73.96726999999998,1.8199999999999932,31.57859,38.57859,7.0
365,p,73.75726999999999,77.79626999999999,4.0390000000000015,31.57859,38.57859,7.0
366,e,77.58626999999998,81.48526999999999,3.899000000000001,31.57859,38.57859,7.0
367, ,81.27527,83.09527,1.8199999999999932,31.57859,38.57859,7.0
368,w,82.88527,88.21927000000001,5.334000000000003,31.57859,38.57859,7.0
369,w,88.00927,93.34327,5.334000000000003,31.57859,38.57859,7.0
370,w,93.13327000000001,98.46727000000001,5.334000000000003,31.57859,38.57859,7.0
371,.,97.87227,99.54527,1.6730000000000018,31.57859,38.57859,7.0
372,k,99.33527000000001,103.10827,3.772999999999996,31.57859,38.57859,7.0
373,a,102.54897,106.76997,4.221000000000004,31.57859,38.57859,7.0
374,u,106.55996999999999,110.61997,4.060000000000002,31.57859,38.57859,7.0
375,f,110.40997,113.47597,3.0660000000000025,31.57859,38.57859,7.0
376,l,113.26597,115.07197,1.8059999999999974,31.57859,38.57859,7.0
377,a,114.86196999999999,119.08296999999999,4.221000000000004,31.57859,38.57859,7.0
378,n,118.87296999999998,122.92596999999998,4.052999999999997,31.57859,38.57859,7.0
379,d,122.68096999999999,126.92996999999998,4.248999999999995,31.57859,38.57859,7.0
380,.,126.71996999999999,128.39297,1.6730000000000018,31.57859,38.57859,7.0
381,r,128.18296999999998,131.07396999999997,2.890999999999991,31.57859,38.57859,7.0
382,o,130.66097,134.82596999999998,4.164999999999992,31.57859,38.57859,7.0
383,O,213.62717,237.983733,24.356562999999994,772.78784,802.8948399999999,30.10699999999997
384,F,238.284803,256.07804,17.793236999999976,772.78784,802.8948399999999,30.10699999999997
385,E,256.37911,274.413203,18.034092999999984,772.78784,802.8948399999999,30.10699999999997
386,R,274.68417292461,295.00639792461,20.322225000000003,772.78784,802.8948399999999,30.10699999999997
387,T,294.58489781712,314.39530381712,19.810406,772.78784,802.8948399999999,30.10699999999997
388,Ă,311.17385391390997,333.84442491390996,22.670570999999995,772.78784,802.8948399999999,30.10699999999997
389, ,333.99496503209997,341.82278503209994,7.827819999999974,772.78784,802.8948399999999,30.10699999999997
390,A,341.8227850321,364.4933560321,22.670570999999995,772.78784,802.8948399999999,30.10699999999997
391,N,364.7944260321,386.7725360321,21.978110000000015,772.78784,802.8948399999999,30.10699999999997
392,I,387.0736060321,396.7379530321,9.66434700000002,772.78784,802.8948399999999,30.10699999999997
393,V,397.0390230321,419.10745403209995,22.068430999999975,772.78784,802.8948399999999,30.10699999999997
394,E,419.4085240321,437.4426170321,18.034092999999984,772.78784,802.8948399999999,30.10699999999997
395,R,437.7436870321,458.0659120321,20.322225000000003,772.78784,802.8948399999999,30.10699999999997
396,S,458.0659120321,476.28064703210003,18.21473500000002,772.78784,802.8948399999999,30.10699999999997
397,A,475.55808716099,498.22865816099,22.670570999999995,772.78784,802.8948399999999,30.10699999999997
398,R,498.52972816099,518.85195316099,20.322225000000003,772.78784,802.8948399999999,30.10699999999997
399,Ă,519.0627030641999,541.7332740641999,22.670570999999995,772.78784,802.8948399999999,30.10699999999997
400,v,359.63107,364.7831052,5.1520352,761.42993,770.93553,9.505599999999959
401,a,364.715615154832,370.447491954832,5.731876800000009,761.42993,770.93553,9.505599999999959
402,l,370.652811964272,373.10525676427204,2.4524448000000234,761.42993,770.93553,9.505599999999959
403,a,373.26304677753603,378.99492357753604,5.731876800000009,761.42993,770.93553,9.505599999999959
404,b,379.20119357664004,384.92356477664003,5.722371199999998,761.42993,770.93553,9.505599999999959
405,i,385.07280478787203,387.51574398787204,2.442939200000012,761.42993,770.93553,9.505599999999959
406,l,387.714413974608,390.16685877460804,2.4524448000000234,761.42993,770.93553,9.505599999999959
407,ă,390.34460874180803,396.07648554180804,5.731876800000009,761.42993,770.93553,9.505599999999959
408, ,396.07648554180804,398.54794154180803,2.471455999999989,761.42993,770.93553,9.505599999999959
409,î,398.54794154180803,400.99088074180804,2.442939200000012,761.42993,770.93553,9.505599999999959
410,n,401.20000070990403,406.70374310990405,5.5037424000000215,761.42993,770.93553,9.505599999999959
411, ,406.703743109904,409.175199109904,2.471455999999989,761.42993,770.93553,9.505599999999959
412,p,409.17519910990404,414.89757030990404,5.722371199999998,761.42993,770.93553,9.505599999999959
413,e,415.02019026856,420.33382066856,5.313630400000022,761.42993,770.93553,9.505599999999959
414,r,420.514430680688,424.440243480688,3.925812800000017,761.42993,770.93553,9.505599999999959
415,i,424.532443523168,426.975382723168,2.442939200000012,761.42993,770.93553,9.505599999999959
416,o,427.115112761824,432.77094476182396,5.655831999999975,761.42993,770.93553,9.505599999999959
417,a,432.89356472048,438.62544152048,5.731876800000009,761.42993,770.93553,9.505599999999959
418,d,438.797491549696,444.567390749696,5.769899199999998,761.42993,770.93553,9.505599999999959
419,a,444.739440778912,450.471317578912,5.731876800000009,761.42993,770.93553,9.505599999999959
420,:,450.667137596656,452.938975996656,2.2718383999999787,761.42993,770.93553,9.505599999999959
421, ,452.938975996656,455.410431996656,2.471455999999989,761.42993,770.93553,9.505599999999959
422,1,455.410431996656,459.535862396656,4.1254304000000275,761.42993,770.93553,9.505599999999959
423,4,459.67179238159997,465.4987251816,5.826932800000009,761.42993,770.93553,9.505599999999959
424,.,465.73066514856,468.00250354855996,2.2718383999999787,761.42993,770.93553,9.505599999999959
425,1,467.66695358721597,471.792383987216,4.1254304000000275,761.42993,770.93553,9.505599999999959
426,0,472.07945396272,477.71627476272,5.6368208000000095,761.42993,770.93553,9.505599999999959
427, ,477.71627476272,480.18773076272,2.471455999999989,761.42993,770.93553,9.505599999999959
428,-,480.18773076272,483.82837556272,3.640644800000018,761.42993,770.93553,9.505599999999959
429, ,483.82837556272,486.29983156272,2.471455999999989,761.42993,770.93553,9.505599999999959
430,2,486.29983156272,491.87011316272,5.570281599999987,761.42993,770.93553,9.505599999999959
431,0,492.09254315710393,497.72936395710394,5.6368208000000095,761.42993,770.93553,9.505599999999959
432,.,497.849133946768,500.120972346768,2.2718383999999787,761.42993,770.93553,9.505599999999959
433,1,499.784472300704,503.90990270070404,4.1254304000000275,761.42993,770.93553,9.505599999999959
434,0,504.196972676208,509.83379347620803,5.6368208000000095,761.42993,770.93553,9.505599999999959
435,.,509.953563465872,512.225401865872,2.2718383999999787,761.42993,770.93553,9.505599999999959
436,2,512.638891853744,518.209173453744,5.570281600000044,761.42993,770.93553,9.505599999999959
437,0,518.431603448128,524.068424248128,5.6368208000000095,761.42993,770.93553,9.505599999999959
438,2,524.170134263184,529.740415863184,5.570281600000044,761.42993,770.93553,9.505599999999959
439,0,529.962845857568,535.599666657568,5.6368208000000095,761.42993,770.93553,9.505599999999959
440,*,535.695676639584,540.248859039584,4.553182399999969,761.42993,770.93553,9.505599999999959
441,d,199.84257,218.26256999999998,18.419999999999987,606.16308,636.16308,30.0
442,e,218.26256999999998,235.06257,16.80000000000001,606.16308,636.16308,30.0
443, ,235.06257,242.86257,7.800000000000011,606.16308,636.16308,30.0
444,p,242.86257,261.19257,18.329999999999984,606.16308,636.16308,30.0
445,r,261.19257,274.24257,13.050000000000011,606.16308,636.16308,30.0
446,e,273.49257,290.29257,16.80000000000001,606.16308,636.16308,30.0
447,m,290.29256999999996,316.63256999999993,26.339999999999975,606.16308,636.16308,30.0
448,i,316.63257,324.82257,8.189999999999998,606.16308,636.16308,30.0
449,i,324.82257,333.01257,8.189999999999998,606.16308,636.16308,30.0
450,P,211.75256,231.46256,19.710000000000008,736.57305,766.57305,30.0
451,e,230.08256,246.88256,16.80000000000001,736.57305,766.57305,30.0
452,s,246.88255999999998,260.89256,14.01000000000002,736.57305,766.57305,30.0
453,t,260.50256,273.94256,13.439999999999998,736.57305,766.57305,30.0
454,e,273.34256,290.14256,16.80000000000001,736.57305,766.57305,30.0
455,",",349.35068,350.92808,1.5774000000000115,47.57959,54.179590000000005,6.600000000000001
456, ,350.73008,352.44608,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
457,1,352.24808,355.11248,2.864399999999989,47.57959,54.179590000000005,6.600000000000001
458,2,354.91448,358.78208,3.8675999999999817,47.57959,54.179590000000005,6.600000000000001
459,-,358.58408000000003,361.11188000000004,2.5278000000000134,47.57959,54.179590000000005,6.600000000000001
460,1,360.91388,363.77828,2.864399999999989,47.57959,54.179590000000005,6.600000000000001
461,3,363.54728,367.46768,3.9203999999999724,47.57959,54.179590000000005,6.600000000000001
462, ,367.26968,368.98568,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
463,o,368.78768,372.71468000000004,3.927000000000021,47.57959,54.179590000000005,6.600000000000001
464,c,372.51668,375.77048,3.2538000000000125,47.57959,54.179590000000005,6.600000000000001
465,t,375.53948,378.41708,2.8775999999999726,47.57959,54.179590000000005,6.600000000000001
466,o,378.08708,382.01408000000004,3.927000000000021,47.57959,54.179590000000005,6.600000000000001
467,m,381.81608,387.55808,5.742000000000019,47.57959,54.179590000000005,6.600000000000001
468,b,387.36008000000004,391.33328000000006,3.97320000000002,47.57959,54.179590000000005,6.600000000000001
469,r,391.13528,393.86108,2.7257999999999925,47.57959,54.179590000000005,6.600000000000001
470,i,393.66308000000004,395.35928,1.6961999999999762,47.57959,54.179590000000005,6.600000000000001
471,e,395.16128000000003,398.85068,3.689399999999978,47.57959,54.179590000000005,6.600000000000001
472,‘,398.65268000000003,400.26308000000006,1.610400000000027,47.57959,54.179590000000005,6.600000000000001
473,‘,400.06508,401.67548000000005,1.610400000000027,47.57959,54.179590000000005,6.600000000000001
474, ,401.47748,403.19348,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
475,ș,402.99548,405.99188,2.996399999999994,47.57959,54.179590000000005,6.600000000000001
476,i,405.79388,407.49008,1.6961999999999762,47.57959,54.179590000000005,6.600000000000001
477, ,407.29208,409.00808,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
478,„,408.81008,411.56228000000004,2.752200000000016,47.57959,54.179590000000005,6.600000000000001
479,D,411.36428,416.21528,4.850999999999999,47.57959,54.179590000000005,6.600000000000001
480,e,415.98428,419.67368,3.689399999999978,47.57959,54.179590000000005,6.600000000000001
481, ,419.47568,421.19168,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
482,l,420.99368000000004,422.69648000000007,1.7028000000000247,47.57959,54.179590000000005,6.600000000000001
483,u,422.49848000000003,426.32648,3.8279999999999745,47.57959,54.179590000000005,6.600000000000001
484,n,426.12848,429.94988,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
485,i,429.75188,431.44808,1.6961999999999762,47.57959,54.179590000000005,6.600000000000001
486,",",431.25008,432.82748000000004,1.5774000000000115,47.57959,54.179590000000005,6.600000000000001
487, ,432.62948,434.34548,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
488,1,434.14748000000003,437.01188,2.864399999999989,47.57959,54.179590000000005,6.600000000000001
489,9,436.81388000000004,440.75408000000004,3.9402000000000044,47.57959,54.179590000000005,6.600000000000001
490,.,440.55608,442.13348,1.5774000000000115,47.57959,54.179590000000005,6.600000000000001
491,1,441.93548,444.79988,2.864399999999989,47.57959,54.179590000000005,6.600000000000001
492,0,444.60188,448.51568,3.9137999999999806,47.57959,54.179590000000005,6.600000000000001
493, ,448.31768,450.03368,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
494,p,449.83568,453.80888000000004,3.97320000000002,47.57959,54.179590000000005,6.600000000000001
495,â,453.61088,457.59068,3.9798000000000116,47.57959,54.179590000000005,6.600000000000001
496,n,457.39268000000004,461.21408,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
497,ă,460.98308000000003,464.96288000000004,3.9798000000000116,47.57959,54.179590000000005,6.600000000000001
498, ,464.76488,466.48088,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
499,d,466.28288,470.28907999999996,4.0061999999999784,47.57959,54.179590000000005,6.600000000000001
500,u,470.09108000000003,473.91908,3.8279999999999745,47.57959,54.179590000000005,6.600000000000001
501,m,473.72108000000003,479.46308000000005,5.742000000000019,47.57959,54.179590000000005,6.600000000000001
502,i,479.26508,480.96128,1.6961999999999762,47.57959,54.179590000000005,6.600000000000001
503,n,480.76328,484.58468,3.821399999999983,47.57959,54.179590000000005,6.600000000000001
504,i,484.38667,486.08286999999996,1.6961999999999762,47.57959,54.179590000000005,6.600000000000001
505,c,485.88487,489.13867,3.2538000000000125,47.57959,54.179590000000005,6.600000000000001
506,ă,488.77568,492.75548000000003,3.9798000000000116,47.57959,54.179590000000005,6.600000000000001
507,",",492.55748,494.13488,1.5774000000000115,47.57959,54.179590000000005,6.600000000000001
508, ,493.93688,495.65288,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
509,2,495.45488,499.32248,3.8675999999999817,47.57959,54.179590000000005,6.600000000000001
510,5,499.09148000000005,502.97888000000006,3.8874000000000137,47.57959,54.179590000000005,6.600000000000001
511,.,502.78089,504.35829,1.5774000000000115,47.57959,54.179590000000005,6.600000000000001
512,1,504.16028,507.02468,2.864399999999989,47.57959,54.179590000000005,6.600000000000001
513,0,506.82668,510.74048,3.9137999999999806,47.57959,54.179590000000005,6.600000000000001
514,.,510.54248,512.11988,1.5773999999999546,47.57959,54.179590000000005,6.600000000000001
515,2,511.92188,515.78948,3.8676000000000386,47.57959,54.179590000000005,6.600000000000001
516,0,515.5584699999999,519.47227,3.9138000000000375,47.57959,54.179590000000005,6.600000000000001
517,2,519.14227,523.0098700000001,3.8676000000000386,47.57959,54.179590000000005,6.600000000000001
518,0,522.77889,526.6926900000001,3.9138000000000375,47.57959,54.179590000000005,6.600000000000001
519,‘,526.49468,528.10508,1.610400000000027,47.57959,54.179590000000005,6.600000000000001
520,‘,527.90708,529.51748,1.610400000000027,47.57959,54.179590000000005,6.600000000000001
521,.,529.31947,530.89687,1.5774000000000115,47.57959,54.179590000000005,6.600000000000001
522, ,530.89688,532.61288,1.7160000000000082,47.57959,54.179590000000005,6.600000000000001
523,8,373.07895,389.44095000000004,16.362000000000023,343.36618,370.36618,27.0
524,b,368.21466,373.56966,5.355000000000018,332.56619,341.56619,9.0
525,u,373.56966,378.71766,5.148000000000025,332.56619,341.56619,9.0
526,c,378.71765999999997,383.14565999999996,4.427999999999997,332.56619,341.56619,9.0
527,ă,382.92965999999996,388.28466,5.355000000000018,332.56619,341.56619,9.0
528,ț,388.28466,392.10965999999996,3.8249999999999886,332.56619,341.56619,9.0
529,i,392.10965999999996,394.30566,2.1960000000000264,332.56619,341.56619,9.0
530,5,419.22537,445.9146244,26.68925439999998,75.18089,119.07769,43.8968
531,9,443.807574488256,470.891900088256,27.0843256,75.18089,119.07769,43.8968
532,",",470.89190008825597,482.48065528825595,11.58875519999998,75.18089,119.07769,43.8968
533,9,482.480655288256,509.564980888256,27.0843256,75.18089,119.07769,43.8968
534,9,509.564980888256,536.649306488256,27.0843256,75.18089,119.07769,43.8968
535,-,465.959916,471.5238869342937,5.563970934293707,132.055519,151.51449951259198,19.458980512591978
536,2,474.15014064104867,483.5362169763941,9.386076335345422,132.77204804114285,152.565408822676,19.793360781533153
537,0,485.08926999195404,494.60714306526677,9.517873073312728,133.72906744027603,153.53395857591062,19.80489113563459
538,%,496.25430100000005,511.5900586492979,15.335757649297818,134.70586,155.01973390954012,20.31387390954012
539,7,464.46597,474.45797500000003,9.992005000000006,110.43558,127.81298000000001,17.37740000000001
540,4,472.91138500980804,483.56373120980805,10.65234620000001,110.43558,127.81298000000001,17.37740000000001
541,",",483.56373120980805,487.71692980980805,4.153198599999996,110.43558,127.81298000000001,17.37740000000001
542,9,487.71692980980805,498.09123760980805,10.374307799999997,110.43558,127.81298000000001,17.37740000000001
543,9,498.09123760980805,508.46554540980804,10.374307799999997,110.43558,127.81298000000001,17.37740000000001
544,1,422.44897,443.4316404,20.982670400000018,378.93637,422.83317,43.896799999999985
545,4,443.4316404,470.7793468,27.347706399999993,378.93637,422.83317,43.896799999999985
546,",",470.7793468,482.36810199999996,11.58875519999998,378.93637,422.83317,43.896799999999985
547,9,482.36810199999996,509.45242759999996,27.0843256,378.93637,422.83317,43.896799999999985
548,9,509.45242759999996,536.5367532,27.084325600000057,378.93637,422.83317,43.896799999999985
549,-,468.268412,473.8323829342937,5.563970934293707,435.877006,455.335986512592,19.458980512592007
550,3,476.45863667392246,485.9953378526591,9.536701178736621,436.59353504401884,456.40007337309646,19.806538329077625
551,7,486.9835483032191,496.1625154789016,9.178967175682487,437.5143162396965,457.289557893356,19.77524165365952
552,%,497.809672,513.1454296492977,15.335757649297761,438.461479,458.7753529095401,20.31387390954012
553,2,464.87457,475.0577264,10.183156399999973,414.19107,431.56847000000005,17.377400000000023
554,3,474.797066442644,485.119242042644,10.32217559999998,414.19107,431.56847000000005,17.377400000000023
555,",",485.11924204264403,489.272440642644,4.153198599999996,414.19107,431.56847000000005,17.377400000000023
556,9,489.272440642644,499.646748442644,10.374307799999997,414.19107,431.56847000000005,17.377400000000023
557,9,499.646748442644,510.021056242644,10.374307799999997,414.19107,431.56847000000005,17.377400000000023
558, ,106.55407,111.23407,4.680000000000007,391.60428,409.60428,18.0
559,-,99.65938,106.55338,6.8940000000000055,391.60428,409.60428,18.0
560,3,108.15623008,118.84823008000001,10.692000000000007,391.60428,409.60428,18.0
561,7,118.21817008,128.56817008,10.349999999999994,391.60428,409.60428,18.0
562,%,128.56817002,144.80417002,16.23599999999999,391.60428,409.60428,18.0
563,1,106.30227,119.20827,12.906000000000006,339.22177,366.22177,27.0
564,",",119.20827,126.33627,7.128,339.22177,366.22177,27.0
565,9,126.33626999999998,142.99526999999998,16.658999999999992,339.22177,366.22177,27.0
566,9,142.99527,159.65427,16.658999999999992,339.22177,366.22177,27.0
567,3,84.81647,94.32047,9.504000000000005,368.84369,384.84369,16.0
568,",",94.32047,98.14447,3.823999999999998,368.84369,384.84369,16.0
569,1,98.14447,105.08847,6.944000000000003,368.84369,384.84369,16.0
570,9,105.08847,114.64047,9.551999999999992,368.84369,384.84369,16.0
571, ,113.13307,117.963922,4.830851999999993,182.51398,201.09418,18.58019999999999
572,-,106.01685,113.1330666,7.116216600000001,182.51398,201.09418,18.58019999999999
573,2,114.786706646278,125.674703846278,10.887997200000001,182.51398,201.09418,18.58019999999999
574,7,125.210193846278,135.893808846278,10.683615000000003,182.51398,201.09418,18.58019999999999
575,%,135.89380886293202,152.65314926293203,16.759340400000013,182.51398,201.09418,18.58019999999999
576, ,295.20328,299.469906,4.266625999999974,126.93648,143.34658000000002,16.410100000000014
577,-,288.91821,295.20327829999997,6.285068299999978,126.93648,143.34658000000002,16.410100000000014
578,3,296.66377820769696,306.411377607697,9.747599400000013,126.93648,143.34658000000002,16.410100000000014
579,2,306.165227607697,315.781546207697,9.6163186,126.93648,143.34658000000002,16.410100000000014
580,%,315.78154623078797,330.583456430788,14.801910200000009,126.93648,143.34658000000002,16.410100000000014
581,2,110.30217,127.3866639,17.0844939,128.44849,156.31878999999998,27.870299999999986
582,",",127.3866639,134.7444231,7.357759200000004,128.44849,156.31878999999998,27.870299999999986
583,6,134.7444231,151.9403982,17.1959751,128.44849,156.31878999999998,27.870299999999986
584,9,150.769848108327,167.965823208327,17.1959751,128.44849,156.31878999999998,27.870299999999986
585,8,291.83105,306.9939516,15.162901599999998,78.55909,103.17419,24.615099999999998
586,",",306.9939516,313.492338,6.498386400000015,78.55909,103.17419,24.615099999999998
587,9,313.492338,328.6798547,15.187516700000003,78.55909,103.17419,24.615099999999998
588,9,328.6798547,343.8673714,15.187516700000003,78.55909,103.17419,24.615099999999998
589,3,90.71817,100.5284958,9.810325800000001,159.02219,175.53789,16.51570000000001
590,",",100.5284958,104.4757481,3.9472523000000024,159.02219,175.53789,16.51570000000001
591,6,104.4757481,114.335621,9.8598729,159.02219,175.53789,16.51570000000001
592,9,113.592411031703,123.452283931703,9.8598729,159.02219,175.53789,16.51570000000001
593, ,295.66446,299.931086,4.266625999999974,494.31277,510.72287,16.4101
594,-,289.37939,295.6644583,6.285068299999978,494.31277,510.72287,16.4101
595,3,297.124958230788,306.87255763078804,9.747599400000013,494.31277,510.72287,16.4101
596,1,306.380257630788,313.50224103078796,7.121983399999976,494.31277,510.72287,16.4101
597,%,313.50224107697,328.30415127697,14.801910200000009,494.31277,510.72287,16.4101
598, ,294.14657,298.41319599999997,4.266625999999974,325.10519,341.51529,16.4101
599,-,287.86151,294.1465783,6.285068299999978,325.10519,341.51529,16.4101
600,2,295.607078184606,305.223396784606,9.6163186,325.10519,341.51529,16.4101
601,9,305.223396784606,315.020226484606,9.79682969999999,325.10519,341.51529,16.4101
602,%,315.020226484606,329.822136684606,14.801910200000009,325.10519,341.51529,16.4101
603, ,484.96936,489.23598599999997,4.266625999999974,294.07727,310.48737,16.4101
604,-,478.68429,484.96935829999995,6.285068299999978,294.07727,310.48737,16.4101
605,5,486.42985821539395,496.0954071153939,9.665548899999976,294.07727,310.48737,16.4101
606,5,495.767207115394,505.432756015394,9.665548899999976,294.07727,310.48737,16.4101
607,%,505.43275604618196,520.234666246182,14.801910200000009,294.07727,310.48737,16.4101
608,2,290.99606,306.0851163,15.089056299999982,446.56198,471.17708,24.615099999999984
609,",",306.0851163,312.5835027,6.498386400000015,446.56198,471.17708,24.615099999999984
610,9,312.5835027,327.7710194,15.187516700000003,446.56198,471.17708,24.615099999999984
611,9,327.7710194,342.9585361,15.187516700000003,446.56198,471.17708,24.615099999999984
612,7,291.09454,306.0851359,14.990595900000017,277.35779,301.97289,24.615099999999984
613,",",306.0851359,312.5835223,6.498386400000015,277.35779,301.97289,24.615099999999984
614,9,312.5835223,327.77103900000003,15.187516700000003,277.35779,301.97289,24.615099999999984
615,9,327.771039,342.9585557,15.187516700000003,277.35779,301.97289,24.615099999999984
616,7,482.4277,497.41829590000003,14.990595900000017,246.31814,270.93324,24.615100000000012
617,",",497.41829590000003,503.91668230000005,6.498386400000015,246.31814,270.93324,24.615100000000012
618,4,503.91668230000005,519.2518896,15.33520729999998,246.31814,270.93324,24.615100000000012
619,9,518.390359623094,533.577876323094,15.187516699999946,246.31814,270.93324,24.615100000000012
620,4,274.73306,283.67470710000003,8.941647100000012,473.56469,488.15139,14.586700000000008
621,",",283.67470710000003,287.16092840000005,3.486221300000011,473.56469,488.15139,14.586700000000008
622,3,287.16092840000005,295.82542820000003,8.664499799999987,473.56469,488.15139,14.586700000000008
623,9,295.314898221877,304.023158121877,8.708259899999973,473.56469,488.15139,14.586700000000008
624,1,274.73306,281.0636878,6.330627800000002,304.35718,318.94388000000004,14.586700000000008
625,1,281.0636878,287.3943156,6.330627800000002,304.35718,318.94388000000004,14.586700000000008
626,",",287.3943156,290.88053690000004,3.486221300000011,304.35718,318.94388000000004,14.586700000000008
627,2,290.88053690000004,299.42834310000006,8.547806200000025,304.35718,318.94388000000004,14.586700000000008
628,9,299.4283431,308.136603,8.708259899999973,304.35718,318.94388000000004,14.586700000000008
629,1,465.35067,471.6812978,6.330627800000002,273.32928,287.91598,14.586700000000008
630,6,471.6812978,480.38955769999995,8.708259899999973,273.32928,287.91598,14.586700000000008
631,",",480.38955769999995,483.87577899999997,3.486221300000011,273.32928,287.91598,14.586700000000008
632,9,483.87577899999997,492.58403889999994,8.708259899999973,273.32928,287.91598,14.586700000000008
633,9,492.5840389,501.29229879999997,8.708259899999973,273.32928,287.91598,14.586700000000008
634,1,275.64206,281.9726878,6.330627800000002,105.56179,120.14849000000001,14.586700000000008
635,3,281.899757800808,290.564257600808,8.664499799999987,105.56179,120.14849000000001,14.586700000000008
636,",",290.564257600808,294.050478900808,3.486221300000011,105.56179,120.14849000000001,14.586700000000008
637,2,294.050478900808,302.598285100808,8.547806200000025,105.56179,120.14849000000001,14.586700000000008
638,9,302.598285100808,311.306545000808,8.708259899999973,105.56179,120.14849000000001,14.586700000000008
639,P,15.83327,26.53727,10.703999999999999,640.57812,656.57812,16.0
640,r,26.47327,33.72127,7.2479999999999976,640.57812,656.57812,16.0
641,i,33.721270000000004,38.297270000000005,4.5760000000000005,640.57812,656.57812,16.0
642,n,38.297270000000005,47.833270000000006,9.536000000000001,640.57812,656.57812,16.0
643,d,47.70527,57.62527,9.920000000000002,640.57812,656.57812,16.0
644,e,57.62527,66.60127,8.975999999999999,640.57812,656.57812,16.0
